id,email,username,createdAt,updatedAt,lastLogin,rolesText,enabled,emailConfirmed,locked,phoneConfirmed,phoneConfirmationSentAt,userType.name,consentExternalCommunication,consentInternalCommunication,gender,firstname,lastname,dateOfBirth,websiteUrl,biography,address,address2,zipCode,city,phone,url,googleId,facebookId,samlId,opinionsCount,opinionVotesCount,opinionVersionsCount,argumentsCount,argumentVotesCount,proposalsCount,proposalVotesCount,commentVotesCount,sourcesCount,repliesCount,postCommentsCount,eventCommentsCount,projectsCount,deletedAccountAt
VXNlcjp1c2VyMTgz,user183@cap-collectif.com,user183,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname183,lastname183,,,,,,,,,https://capco.dev/profile/user183,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTgy,user182@cap-collectif.com,user182,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname182,lastname182,,,,,,,,,https://capco.dev/profile/user182,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTgx,user181@cap-collectif.com,user181,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname181,lastname181,,,,,,,,,https://capco.dev/profile/user181,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTgw,user180@cap-collectif.com,user180,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname180,lastname180,,,,,,,,,https://capco.dev/profile/user180,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTc5,user179@cap-collectif.com,user179,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname179,lastname179,,,,,,,,,https://capco.dev/profile/user179,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTc4,user178@cap-collectif.com,user178,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname178,lastname178,,,,,,,,,https://capco.dev/profile/user178,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTc3,user177@cap-collectif.com,user177,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname177,lastname177,,,,,,,,,https://capco.dev/profile/user177,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTc2,user176@cap-collectif.com,user176,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname176,lastname176,,,,,,,,,https://capco.dev/profile/user176,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTc1,user175@cap-collectif.com,user175,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname175,lastname175,,,,,,,,,https://capco.dev/profile/user175,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTc0,user174@cap-collectif.com,user174,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname174,lastname174,,,,,,,,,https://capco.dev/profile/user174,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTcz,user173@cap-collectif.com,user173,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname173,lastname173,,,,,,,,,https://capco.dev/profile/user173,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTcy,user172@cap-collectif.com,user172,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname172,lastname172,,,,,,,,,https://capco.dev/profile/user172,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTcx,user171@cap-collectif.com,user171,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname171,lastname171,,,,,,,,,https://capco.dev/profile/user171,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTcw,user170@cap-collectif.com,user170,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname170,lastname170,,,,,,,,,https://capco.dev/profile/user170,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTY5,user169@cap-collectif.com,user169,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname169,lastname169,,,,,,,,,https://capco.dev/profile/user169,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTY4,user168@cap-collectif.com,user168,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname168,lastname168,,,,,,,,,https://capco.dev/profile/user168,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTY3,user167@cap-collectif.com,user167,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname167,lastname167,,,,,,,,,https://capco.dev/profile/user167,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTY2,user166@cap-collectif.com,user166,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname166,lastname166,,,,,,,,,https://capco.dev/profile/user166,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTY1,user165@cap-collectif.com,user165,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname165,lastname165,,,,,,,,,https://capco.dev/profile/user165,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTY0,user164@cap-collectif.com,user164,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname164,lastname164,,,,,,,,,https://capco.dev/profile/user164,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTYz,user163@cap-collectif.com,user163,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname163,lastname163,,,,,,,,,https://capco.dev/profile/user163,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTYy,user162@cap-collectif.com,user162,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname162,lastname162,,,,,,,,,https://capco.dev/profile/user162,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTYx,user161@cap-collectif.com,user161,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname161,lastname161,,,,,,,,,https://capco.dev/profile/user161,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTYw,user160@cap-collectif.com,user160,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname160,lastname160,,,,,,,,,https://capco.dev/profile/user160,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTU5,user159@cap-collectif.com,user159,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname159,lastname159,,,,,,,,,https://capco.dev/profile/user159,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTU4,user158@cap-collectif.com,user158,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname158,lastname158,,,,,,,,,https://capco.dev/profile/user158,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTU3,user157@cap-collectif.com,user157,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname157,lastname157,,,,,,,,,https://capco.dev/profile/user157,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTU2,user156@cap-collectif.com,user156,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname156,lastname156,,,,,,,,,https://capco.dev/profile/user156,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTU1,user155@cap-collectif.com,user155,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname155,lastname155,,,,,,,,,https://capco.dev/profile/user155,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTU0,user154@cap-collectif.com,user154,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname154,lastname154,,,,,,,,,https://capco.dev/profile/user154,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTUz,user153@cap-collectif.com,user153,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname153,lastname153,,,,,,,,,https://capco.dev/profile/user153,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTUy,user152@cap-collectif.com,user152,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname152,lastname152,,,,,,,,,https://capco.dev/profile/user152,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTUx,user151@cap-collectif.com,user151,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname151,lastname151,,,,,,,,,https://capco.dev/profile/user151,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTUw,user150@cap-collectif.com,user150,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname150,lastname150,,,,,,,,,https://capco.dev/profile/user150,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTQ5,user149@cap-collectif.com,user149,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname149,lastname149,,,,,,,,,https://capco.dev/profile/user149,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTQ4,user148@cap-collectif.com,user148,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname148,lastname148,,,,,,,,,https://capco.dev/profile/user148,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTQ3,user147@cap-collectif.com,user147,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname147,lastname147,,,,,,,,,https://capco.dev/profile/user147,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTQ2,user146@cap-collectif.com,user146,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname146,lastname146,,,,,,,,,https://capco.dev/profile/user146,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTQ1,user145@cap-collectif.com,user145,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname145,lastname145,,,,,,,,,https://capco.dev/profile/user145,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTQ0,user144@cap-collectif.com,user144,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname144,lastname144,,,,,,,,,https://capco.dev/profile/user144,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTQz,user143@cap-collectif.com,user143,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname143,lastname143,,,,,,,,,https://capco.dev/profile/user143,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTQy,user142@cap-collectif.com,user142,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname142,lastname142,,,,,,,,,https://capco.dev/profile/user142,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTQx,user141@cap-collectif.com,user141,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname141,lastname141,,,,,,,,,https://capco.dev/profile/user141,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTQw,user140@cap-collectif.com,user140,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname140,lastname140,,,,,,,,,https://capco.dev/profile/user140,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTM5,user139@cap-collectif.com,user139,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname139,lastname139,,,,,,,,,https://capco.dev/profile/user139,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTM4,user138@cap-collectif.com,user138,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname138,lastname138,,,,,,,,,https://capco.dev/profile/user138,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTM3,user137@cap-collectif.com,user137,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname137,lastname137,,,,,,,,,https://capco.dev/profile/user137,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTM2,user136@cap-collectif.com,user136,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname136,lastname136,,,,,,,,,https://capco.dev/profile/user136,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTM1,user135@cap-collectif.com,user135,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname135,lastname135,,,,,,,,,https://capco.dev/profile/user135,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTM0,user134@cap-collectif.com,user134,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname134,lastname134,,,,,,,,,https://capco.dev/profile/user134,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTMz,user133@cap-collectif.com,user133,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname133,lastname133,,,,,,,,,https://capco.dev/profile/user133,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTMy,user132@cap-collectif.com,user132,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname132,lastname132,,,,,,,,,https://capco.dev/profile/user132,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTMx,user131@cap-collectif.com,user131,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname131,lastname131,,,,,,,,,https://capco.dev/profile/user131,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTMw,user130@cap-collectif.com,user130,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname130,lastname130,,,,,,,,,https://capco.dev/profile/user130,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTI5,user129@cap-collectif.com,user129,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname129,lastname129,,,,,,,,,https://capco.dev/profile/user129,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTI4,user128@cap-collectif.com,user128,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname128,lastname128,,,,,,,,,https://capco.dev/profile/user128,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTI3,user127@cap-collectif.com,user127,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname127,lastname127,,,,,,,,,https://capco.dev/profile/user127,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTI2,user126@cap-collectif.com,user126,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname126,lastname126,,,,,,,,,https://capco.dev/profile/user126,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTI1,user125@cap-collectif.com,user125,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname125,lastname125,,,,,,,,,https://capco.dev/profile/user125,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTI0,user124@cap-collectif.com,user124,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname124,lastname124,,,,,,,,,https://capco.dev/profile/user124,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTIz,user123@cap-collectif.com,user123,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname123,lastname123,,,,,,,,,https://capco.dev/profile/user123,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTIy,user122@cap-collectif.com,user122,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname122,lastname122,,,,,,,,,https://capco.dev/profile/user122,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTIx,user121@cap-collectif.com,user121,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname121,lastname121,,,,,,,,,https://capco.dev/profile/user121,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTIw,user120@cap-collectif.com,user120,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname120,lastname120,,,,,,,,,https://capco.dev/profile/user120,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTE5,user119@cap-collectif.com,user119,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname119,lastname119,,,,,,,,,https://capco.dev/profile/user119,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTE4,user118@cap-collectif.com,user118,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname118,lastname118,,,,,,,,,https://capco.dev/profile/user118,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTE3,user117@cap-collectif.com,user117,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname117,lastname117,,,,,,,,,https://capco.dev/profile/user117,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTE2,user116@cap-collectif.com,user116,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname116,lastname116,,,,,,,,,https://capco.dev/profile/user116,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTE1,user115@cap-collectif.com,user115,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname115,lastname115,,,,,,,,,https://capco.dev/profile/user115,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTE0,user114@cap-collectif.com,user114,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname114,lastname114,,,,,,,,,https://capco.dev/profile/user114,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTEz,user113@cap-collectif.com,user113,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname113,lastname113,,,,,,,,,https://capco.dev/profile/user113,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTEy,user112@cap-collectif.com,user112,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname112,lastname112,,,,,,,,,https://capco.dev/profile/user112,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTEx,user111@cap-collectif.com,user111,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname111,lastname111,,,,,,,,,https://capco.dev/profile/user111,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTEw,user110@cap-collectif.com,user110,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname110,lastname110,,,,,,,,,https://capco.dev/profile/user110,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTA5,user109@cap-collectif.com,user109,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname109,lastname109,,,,,,,,,https://capco.dev/profile/user109,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTA4,user108@cap-collectif.com,user108,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname108,lastname108,,,,,,,,,https://capco.dev/profile/user108,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTA3,user107@cap-collectif.com,user107,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname107,lastname107,,,,,,,,,https://capco.dev/profile/user107,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTA2,user106@cap-collectif.com,user106,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname106,lastname106,,,,,,,,,https://capco.dev/profile/user106,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTA1,user105@cap-collectif.com,user105,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname105,lastname105,,,,,,,,,https://capco.dev/profile/user105,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTA0,user104@cap-collectif.com,user104,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname104,lastname104,,,,,,,,,https://capco.dev/profile/user104,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTAz,user103@cap-collectif.com,user103,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname103,lastname103,,,,,,,,,https://capco.dev/profile/user103,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTAy,user102@cap-collectif.com,user102,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname102,lastname102,,,,,,,,,https://capco.dev/profile/user102,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTAx,user101@cap-collectif.com,user101,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname101,lastname101,,,,,,,,,https://capco.dev/profile/user101,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyMTAw,user100@cap-collectif.com,user100,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname100,lastname100,,,,,,,,,https://capco.dev/profile/user100,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyOTk=,user99@cap-collectif.com,user99,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname99,lastname99,,,,,,,,,https://capco.dev/profile/user99,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyOTg=,user98@cap-collectif.com,user98,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname98,lastname98,,,,,,,,,https://capco.dev/profile/user98,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
VXNlcjp1c2VyOTc=,user97@cap-collectif.com,user97,@datetime@,,,Utilisateur,Yes,,No,No,,Citoyen,No,No,,firstname97,lastname97,,,,,,,,,https://capco.dev/profile/user97,,,,0,0,0,0,0,0,0,0,0,,0,0,0,
