id,username,email,emailConfirmed,role,createdAt,updatedAt,lastLogin,enabled,confirmedAccountAt,locked,gender,firstname,lastname,dateOfBirth,websiteUrl,biography,address,deletedAccountAt,facebookId,status,internalComm,externalComm,userIdentificationCode
VXNlcjp1c2VyMTQz,user143,user143@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:23:00",,,YES,,NO,,firstname143,lastname143,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTQ0,user144,user144@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:24:00",,,YES,,NO,,firstname144,lastname144,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTQ1,user145,user145@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:25:00",,,YES,,NO,,firstname145,lastname145,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTQ2,user146,user146@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:26:00",,,YES,,NO,,firstname146,lastname146,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTQ3,user147,user147@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:27:00",,,YES,,NO,,firstname147,lastname147,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTQ4,user148,user148@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:28:00",,,YES,,NO,,firstname148,lastname148,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTQ5,user149,user149@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:29:00",,,YES,,NO,,firstname149,lastname149,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTU=,user15,user15@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:15:00",,,YES,,NO,,firstname15,lastname15,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTUw,user150,user150@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:30:00",,,YES,,NO,,firstname150,lastname150,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTUx,user151,user151@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:31:00",,,YES,,NO,,firstname151,lastname151,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTUy,user152,user152@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:32:00",,,YES,,NO,,firstname152,lastname152,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTUz,user153,user153@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:33:00",,,YES,,NO,,firstname153,lastname153,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTU0,user154,user154@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:34:00",,,YES,,NO,,firstname154,lastname154,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTU1,user155,user155@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:35:00",,,YES,,NO,,firstname155,lastname155,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTU2,user156,user156@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:36:00",,,YES,,NO,,firstname156,lastname156,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTU3,user157,user157@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:37:00",,,YES,,NO,,firstname157,lastname157,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTU4,user158,user158@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:38:00",,,YES,,NO,,firstname158,lastname158,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTU5,user159,user159@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:39:00",,,YES,,NO,,firstname159,lastname159,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTY=,user16,user16@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:16:00",,,YES,,NO,,firstname16,lastname16,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTYw,user160,user160@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:40:00",,,YES,,NO,,firstname160,lastname160,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTYx,user161,user161@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:41:00",,,YES,,NO,,firstname161,lastname161,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTYy,user162,user162@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:42:00",,,YES,,NO,,firstname162,lastname162,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTYz,user163,user163@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:43:00",,,YES,,NO,,firstname163,lastname163,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTY0,user164,user164@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:44:00",,,YES,,NO,,firstname164,lastname164,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTY1,user165,user165@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:45:00",,,YES,,NO,,firstname165,lastname165,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTY2,user166,user166@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:46:00",,,YES,,NO,,firstname166,lastname166,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTY3,user167,user167@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:47:00",,,YES,,NO,,firstname167,lastname167,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTY4,user168,user168@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:48:00",,,YES,,NO,,firstname168,lastname168,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTY5,user169,user169@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:49:00",,,YES,,NO,,firstname169,lastname169,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTc=,user17,user17@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:17:00",,,YES,,NO,,firstname17,lastname17,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTcw,user170,user170@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:50:00",,,YES,,NO,,firstname170,lastname170,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTcx,user171,user171@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:51:00",,,YES,,NO,,firstname171,lastname171,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTcy,user172,user172@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:52:00",,,YES,,NO,,firstname172,lastname172,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTcz,user173,user173@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:53:00",,,YES,,NO,,firstname173,lastname173,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTc0,user174,user174@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:54:00",,,YES,,NO,,firstname174,lastname174,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTc1,user175,user175@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:55:00",,,YES,,NO,,firstname175,lastname175,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTc2,user176,user176@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:56:00",,,YES,,NO,,firstname176,lastname176,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTc3,user177,user177@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:57:00",,,YES,,NO,,firstname177,lastname177,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTc4,user178,user178@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:58:00",,,YES,,NO,,firstname178,lastname178,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTc5,user179,user179@cap-collectif.com,YES,Utilisateur,"2017-01-01 02:59:00",,,YES,,NO,,firstname179,lastname179,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTg=,user18,user18@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:18:00",,,YES,,NO,,firstname18,lastname18,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTgw,user180,user180@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:00:00",,,YES,,NO,,firstname180,lastname180,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTgx,user181,user181@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:01:00",,,YES,,NO,,firstname181,lastname181,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTgy,user182,user182@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:02:00",,,YES,,NO,,firstname182,lastname182,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTgz,user183,user183@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:03:00",,,YES,,NO,,firstname183,lastname183,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTg0,user184,user184@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:04:00",,,YES,,NO,,firstname184,lastname184,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTg1,user185,user185@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:05:00",,,YES,,NO,,firstname185,lastname185,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTg2,user186,user186@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:06:00",,,YES,,NO,,firstname186,lastname186,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTg3,user187,user187@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:07:00",,,YES,,NO,,firstname187,lastname187,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTg4,user188,user188@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:08:00",,,YES,,NO,,firstname188,lastname188,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTg5,user189,user189@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:09:00",,,YES,,NO,,firstname189,lastname189,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTk=,user19,user19@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:19:00",,,YES,,NO,,firstname19,lastname19,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTkw,user190,user190@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:10:00",,,YES,,NO,,firstname190,lastname190,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTkx,user191,user191@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:11:00",,,YES,,NO,,firstname191,lastname191,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTky,user192,user192@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:12:00",,,YES,,NO,,firstname192,lastname192,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTkz,user193,user193@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:13:00",,,YES,,NO,,firstname193,lastname193,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTk0,user194,user194@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:14:00",,,YES,,NO,,firstname194,lastname194,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTk1,user195,user195@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:15:00",,,YES,,NO,,firstname195,lastname195,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTk2,user196,user196@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:16:00",,,YES,,NO,,firstname196,lastname196,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTk3,user197,user197@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:17:00",,,YES,,NO,,firstname197,lastname197,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTk4,user198,user198@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:18:00",,,YES,,NO,,firstname198,lastname198,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMTk5,user199,user199@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:19:00",,,YES,,NO,,firstname199,lastname199,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMjA=,user20,user20@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:20:00",,,YES,,NO,,firstname20,lastname20,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMjAw,user200,user200@cap-collectif.com,YES,Utilisateur,"2017-01-01 03:20:00",,,YES,,NO,,firstname200,lastname200,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMjE=,user21,user21@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:21:00",,,YES,,NO,,firstname21,lastname21,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMjI=,user22,user22@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:22:00",,,YES,,NO,,firstname22,lastname22,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMjM=,user23,user23@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:23:00",,,YES,,NO,,firstname23,lastname23,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMjQ=,user24,user24@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:24:00",,,YES,,NO,,firstname24,lastname24,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMjU=,user25,user25@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:25:00",,,YES,,NO,,firstname25,lastname25,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMjY=,user26,user26@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:26:00",,,YES,,NO,,firstname26,lastname26,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMjc=,user27,user27@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:27:00",,,YES,,NO,,firstname27,lastname27,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMjg=,user28,user28@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:28:00",,,YES,,NO,,firstname28,lastname28,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMjk=,user29,user29@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:29:00",,,YES,,NO,,firstname29,lastname29,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMzA=,user30,user30@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:30:00",,,YES,,NO,,firstname30,lastname30,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMzE=,user31,user31@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:31:00",,,YES,,NO,,firstname31,lastname31,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMzI=,user32,user32@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:32:00",,,YES,,NO,,firstname32,lastname32,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMzM=,user33,user33@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:33:00",,,YES,,NO,,firstname33,lastname33,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMzQ=,user34,user34@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:34:00",,,YES,,NO,,firstname34,lastname34,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMzU=,user35,user35@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:35:00",,,YES,,NO,,firstname35,lastname35,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMzY=,user36,user36@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:36:00",,,YES,,NO,,firstname36,lastname36,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMzc=,user37,user37@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:37:00",,,YES,,NO,,firstname37,lastname37,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMzg=,user38,user38@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:38:00",,,YES,,NO,,firstname38,lastname38,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyMzk=,user39,user39@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:39:00",,,YES,,NO,,firstname39,lastname39,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNDA=,user40,user40@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:40:00",,,YES,,NO,,firstname40,lastname40,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNDE=,user41,user41@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:41:00",,,YES,,NO,,firstname41,lastname41,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNDI=,user42,user42@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:42:00",,,YES,,NO,,firstname42,lastname42,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNDM=,user43,user43@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:43:00",,,YES,,NO,,firstname43,lastname43,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNDQ=,user44,user44@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:44:00",,,YES,,NO,,firstname44,lastname44,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNDU=,user45,user45@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:45:00",,,YES,,NO,,firstname45,lastname45,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNDY=,user46,user46@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:46:00",,,YES,,NO,,firstname46,lastname46,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNDc=,user47,user47@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:47:00",,,YES,,NO,,firstname47,lastname47,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNDg=,user48,user48@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:48:00",,,YES,,NO,,firstname48,lastname48,,,,,,,Citoyen,YES,NO,
