vote_publishedAt,vote_type,vote_author_id,vote_author_username,vote_author_isEmailConfirmed,vote_author_email,vote_author_userType_name,debate_url
"2020-01-23 00:00:00",AGAINST,VXNlcjp1c2VyMjI=,user22,1,user22@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-01-24 00:00:00",AGAINST,VXNlcjp1c2VyMjM=,user23,1,user23@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-01-25 00:00:00",AGAINST,VXNlcjp1c2VyMjQ=,user24,1,user24@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-01-26 00:00:00",AGAINST,VXNlcjp1c2VyMjU=,user25,1,user25@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-01-27 00:00:00",AGAINST,VXNlcjp1c2VyMjY=,user26,1,user26@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-01-28 00:00:00",AGAINST,VXNlcjp1c2VyMjc=,user27,1,user27@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-01-29 00:00:00",AGAINST,VXNlcjp1c2VyMjg=,user28,1,user28@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-01-30 00:00:00",AGAINST,VXNlcjp1c2VyMjk=,user29,1,user29@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-01-31 00:00:00",AGAINST,VXNlcjp1c2VyMzA=,user30,1,user30@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-01 00:00:00",AGAINST,VXNlcjp1c2VyMzE=,user31,1,user31@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-02 00:00:00",AGAINST,VXNlcjp1c2VyMzI=,user32,1,user32@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-03 00:00:00",AGAINST,VXNlcjp1c2VyMzM=,user33,1,user33@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-04 00:00:00",AGAINST,VXNlcjp1c2VyMzQ=,user34,1,user34@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-05 00:00:00",AGAINST,VXNlcjp1c2VyMzU=,user35,1,user35@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-06 00:00:00",AGAINST,VXNlcjp1c2VyMzY=,user36,1,user36@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-07 00:00:00",AGAINST,VXNlcjp1c2VyMzc=,user37,1,user37@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-08 00:00:00",AGAINST,VXNlcjp1c2VyMzg=,user38,1,user38@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-09 00:00:00",AGAINST,VXNlcjp1c2VyMzk=,user39,1,user39@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-10 00:00:00",AGAINST,VXNlcjp1c2VyNDA=,user40,1,user40@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-11 00:00:00",AGAINST,VXNlcjp1c2VyNDE=,user41,1,user41@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-12 00:00:00",AGAINST,VXNlcjp1c2VyNDI=,user42,1,user42@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-13 00:00:00",AGAINST,VXNlcjp1c2VyNDM=,user43,1,user43@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-14 00:00:00",AGAINST,VXNlcjp1c2VyNDQ=,user44,1,user44@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-15 00:00:00",AGAINST,VXNlcjp1c2VyNDU=,user45,1,user45@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-16 00:00:00",AGAINST,VXNlcjp1c2VyNDY=,user46,1,user46@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-17 00:00:00",AGAINST,VXNlcjp1c2VyNDc=,user47,1,user47@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-18 00:00:00",AGAINST,VXNlcjp1c2VyNDg=,user48,1,user48@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-19 00:00:00",AGAINST,VXNlcjp1c2VyNDk=,user49,1,user49@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-20 00:00:00",AGAINST,VXNlcjp1c2VyNTA=,user50,1,user50@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-21 00:00:00",AGAINST,VXNlcjp1c2VyNTE=,user51,1,user51@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-22 00:00:00",AGAINST,VXNlcjp1c2VyNTI=,user52,1,user52@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-23 00:00:00",AGAINST,VXNlcjp1c2VyNTM=,user53,1,user53@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-24 00:00:00",AGAINST,VXNlcjp1c2VyNTQ=,user54,1,user54@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-25 00:00:00",AGAINST,VXNlcjp1c2VyNTU=,user55,1,user55@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-26 00:00:00",AGAINST,VXNlcjp1c2VyNTY=,user56,1,user56@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-27 00:00:00",AGAINST,VXNlcjp1c2VyNTc=,user57,1,user57@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-28 00:00:00",AGAINST,VXNlcjp1c2VyNTg=,user58,1,user58@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-02-29 00:00:00",AGAINST,VXNlcjp1c2VyNTk=,user59,1,user59@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-01 00:00:00",AGAINST,VXNlcjp1c2VyNjA=,user60,1,user60@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-02 00:00:00",AGAINST,VXNlcjp1c2VyNjE=,user61,1,user61@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-03 00:00:00",AGAINST,VXNlcjp1c2VyNjI=,user62,1,user62@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-04 00:00:00",AGAINST,VXNlcjp1c2VyNjM=,user63,1,user63@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-05 00:00:00",AGAINST,VXNlcjp1c2VyNjQ=,user64,1,user64@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-06 00:00:00",AGAINST,VXNlcjp1c2VyNjU=,user65,1,user65@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-07 00:00:00",AGAINST,VXNlcjp1c2VyNjY=,user66,1,user66@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-08 00:00:00",AGAINST,VXNlcjp1c2VyNjc=,user67,1,user67@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-09 00:00:00",AGAINST,VXNlcjp1c2VyNjg=,user68,1,user68@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-10 00:00:00",AGAINST,VXNlcjp1c2VyNjk=,user69,1,user69@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-11 00:00:00",AGAINST,VXNlcjp1c2VyNzA=,user70,1,user70@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-12 00:00:00",AGAINST,VXNlcjp1c2VyNzE=,user71,1,user71@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-13 00:00:00",AGAINST,VXNlcjp1c2VyNzI=,user72,1,user72@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-14 00:00:00",AGAINST,VXNlcjp1c2VyNzM=,user73,1,user73@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-15 00:00:00",AGAINST,VXNlcjp1c2VyNzQ=,user74,1,user74@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-16 00:00:00",AGAINST,VXNlcjp1c2VyNzU=,user75,1,user75@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-17 00:00:00",AGAINST,VXNlcjp1c2VyNzY=,user76,1,user76@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-18 00:00:00",AGAINST,VXNlcjp1c2VyNzc=,user77,1,user77@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-19 00:00:00",AGAINST,VXNlcjp1c2VyNzg=,user78,1,user78@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-20 00:00:00",AGAINST,VXNlcjp1c2VyNzk=,user79,1,user79@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-21 00:00:00",AGAINST,VXNlcjp1c2VyODA=,user80,1,user80@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-22 00:00:00",AGAINST,VXNlcjp1c2VyODE=,user81,1,user81@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-23 00:00:00",AGAINST,VXNlcjp1c2VyODI=,user82,1,user82@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-24 00:00:00",AGAINST,VXNlcjp1c2VyODM=,user83,1,user83@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-25 00:00:00",AGAINST,VXNlcjp1c2VyODQ=,user84,1,user84@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-26 00:00:00",AGAINST,VXNlcjp1c2VyODU=,user85,1,user85@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-27 00:00:00",AGAINST,VXNlcjp1c2VyODY=,user86,1,user86@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-28 00:00:00",AGAINST,VXNlcjp1c2VyODc=,user87,1,user87@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-29 00:00:00",AGAINST,VXNlcjp1c2VyODg=,user88,1,user88@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-30 00:00:00",AGAINST,VXNlcjp1c2VyODk=,user89,1,user89@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-03-31 00:00:00",AGAINST,VXNlcjp1c2VyOTA=,user90,1,user90@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-01 00:00:00",AGAINST,VXNlcjp1c2VyOTE=,user91,1,user91@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-02 00:00:00",AGAINST,VXNlcjp1c2VyOTI=,user92,1,user92@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-03 00:00:00",AGAINST,VXNlcjp1c2VyOTM=,user93,1,user93@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-04 00:00:00",AGAINST,VXNlcjp1c2VyOTQ=,user94,1,user94@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-05 00:00:00",AGAINST,VXNlcjp1c2VyOTU=,user95,1,user95@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-06 00:00:00",AGAINST,VXNlcjp1c2VyOTY=,user96,1,user96@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-07 00:00:00",AGAINST,VXNlcjp1c2VyOTc=,user97,1,user97@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-08 00:00:00",AGAINST,VXNlcjp1c2VyOTg=,user98,1,user98@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-09 00:00:00",AGAINST,VXNlcjp1c2VyOTk=,user99,1,user99@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-10 00:00:00",AGAINST,VXNlcjp1c2VyMTAw,user100,1,user100@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-11 00:00:00",AGAINST,VXNlcjp1c2VyMTAx,user101,1,user101@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-12 00:00:00",AGAINST,VXNlcjp1c2VyMTAy,user102,1,user102@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-13 00:00:00",AGAINST,VXNlcjp1c2VyMTAz,user103,1,user103@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-14 00:00:00",AGAINST,VXNlcjp1c2VyMTA0,user104,1,user104@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-15 00:00:00",AGAINST,VXNlcjp1c2VyMTA1,user105,1,user105@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-16 00:00:00",AGAINST,VXNlcjp1c2VyMTA2,user106,1,user106@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-17 00:00:00",AGAINST,VXNlcjp1c2VyMTA3,user107,1,user107@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-18 00:00:00",AGAINST,VXNlcjp1c2VyMTA4,user108,1,user108@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-19 00:00:00",AGAINST,VXNlcjp1c2VyMTA5,user109,1,user109@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-20 00:00:00",AGAINST,VXNlcjp1c2VyMTEw,user110,1,user110@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-21 00:00:00",AGAINST,VXNlcjp1c2VyMTEx,user111,1,user111@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-22 00:00:00",AGAINST,VXNlcjp1c2VyMTEy,user112,1,user112@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-23 00:00:00",AGAINST,VXNlcjp1c2VyMTEz,user113,1,user113@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-24 00:00:00",AGAINST,VXNlcjp1c2VyMTE0,user114,1,user114@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-25 00:00:00",AGAINST,VXNlcjp1c2VyMTE1,user115,1,user115@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-26 00:00:00",AGAINST,VXNlcjp1c2VyMTE2,user116,1,user116@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-27 00:00:00",AGAINST,VXNlcjp1c2VyMTE3,user117,1,user117@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-28 00:00:00",AGAINST,VXNlcjp1c2VyMTE4,user118,1,user118@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-29 00:00:00",AGAINST,VXNlcjp1c2VyMTE5,user119,1,user119@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-04-30 00:00:00",AGAINST,VXNlcjp1c2VyMTIw,user120,1,user120@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-01 00:00:00",AGAINST,VXNlcjp1c2VyMTIx,user121,1,user121@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-02 00:00:00",AGAINST,VXNlcjp1c2VyMTIy,user122,1,user122@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-03 00:00:00",AGAINST,VXNlcjp1c2VyMTIz,user123,1,user123@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-04 00:00:00",AGAINST,VXNlcjp1c2VyMTI0,user124,1,user124@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-05 00:00:00",AGAINST,VXNlcjp1c2VyMTI1,user125,1,user125@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-06 00:00:00",AGAINST,VXNlcjp1c2VyMTI2,user126,1,user126@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-07 00:00:00",AGAINST,VXNlcjp1c2VyMTI3,user127,1,user127@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-08 00:00:00",AGAINST,VXNlcjp1c2VyMTI4,user128,1,user128@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-09 00:00:00",AGAINST,VXNlcjp1c2VyMTI5,user129,1,user129@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-10 00:00:00",AGAINST,VXNlcjp1c2VyMTMw,user130,1,user130@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-11 00:00:00",AGAINST,VXNlcjp1c2VyMTMx,user131,1,user131@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-12 00:00:00",AGAINST,VXNlcjp1c2VyMTMy,user132,1,user132@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-13 00:00:00",AGAINST,VXNlcjp1c2VyMTMz,user133,1,user133@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-14 00:00:00",AGAINST,VXNlcjp1c2VyMTM0,user134,1,user134@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-15 00:00:00",AGAINST,VXNlcjp1c2VyMTM1,user135,1,user135@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-16 00:00:00",AGAINST,VXNlcjp1c2VyMTM2,user136,1,user136@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-17 00:00:00",AGAINST,VXNlcjp1c2VyMTM3,user137,1,user137@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-18 00:00:00",AGAINST,VXNlcjp1c2VyMTM4,user138,1,user138@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-19 00:00:00",AGAINST,VXNlcjp1c2VyMTM5,user139,1,user139@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-20 00:00:00",AGAINST,VXNlcjp1c2VyMTQw,user140,1,user140@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-21 00:00:00",AGAINST,VXNlcjp1c2VyMTQx,user141,1,user141@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-22 00:00:00",AGAINST,VXNlcjp1c2VyMTQy,user142,1,user142@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-23 00:00:00",AGAINST,VXNlcjp1c2VyMTQz,user143,1,user143@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-24 00:00:00",AGAINST,VXNlcjp1c2VyMTQ0,user144,1,user144@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-25 00:00:00",AGAINST,VXNlcjp1c2VyMTQ1,user145,1,user145@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-26 00:00:00",AGAINST,VXNlcjp1c2VyMTQ2,user146,1,user146@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
