id,email,userName,typeName,createdAt,updatedAt,lastLogin,rolesText,consentExternalCommunication,enabled,isEmailConfirmed,locked,phoneConfirmed,gender,dateOfBirth,websiteUrl,biography,address,zipCode,city,phone,profileUrl
VXNlcjp1c2VyMjY=,user26@cap-collectif.com,user26,Citoyen,"2017-01-01 00:26:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user26
VXNlcjp1c2VyMjU=,user25@cap-collectif.com,user25,Citoyen,"2017-01-01 00:25:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user25
VXNlcjp1c2VyMjQ=,user24@cap-collectif.com,user24,Citoyen,"2017-01-01 00:24:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user24
VXNlcjp1c2VyMjM=,user23@cap-collectif.com,user23,Citoyen,"2017-01-01 00:23:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user23
VXNlcjp1c2VyMjI=,user22@cap-collectif.com,user22,Citoyen,"2017-01-01 00:22:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user22
VXNlcjp1c2VyMjE=,user21@cap-collectif.com,user21,Citoyen,"2017-01-01 00:21:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user21
VXNlcjp1c2VyMjA=,user20@cap-collectif.com,user20,Citoyen,"2017-01-01 00:20:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user20
VXNlcjp1c2VyMTk=,user19@cap-collectif.com,user19,Citoyen,"2017-01-01 00:19:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user19
VXNlcjp1c2VyMTg=,user18@cap-collectif.com,user18,Citoyen,"2017-01-01 00:18:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user18
VXNlcjp1c2VyMTc=,user17@cap-collectif.com,user17,Citoyen,"2017-01-01 00:17:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user17
VXNlcjp1c2VyMTY=,user16@cap-collectif.com,user16,Citoyen,"2017-01-01 00:16:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user16
VXNlcjp1c2VyMTU=,user15@cap-collectif.com,user15,Citoyen,"2017-01-01 00:15:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user15
VXNlcjp1c2VyMTQ=,user14@cap-collectif.com,user14,Citoyen,"2017-01-01 00:14:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user14
VXNlcjp1c2VyMTM=,user13@cap-collectif.com,user13,Citoyen,"2017-01-01 00:13:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user13
VXNlcjp1c2VyMTI=,user12@cap-collectif.com,user12,Citoyen,"2017-01-01 00:12:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user12
VXNlcjp1c2VyMTE=,user11@cap-collectif.com,user11,Citoyen,"2017-01-01 00:11:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user11
VXNlcjp1c2VyMTA=,user10@cap-collectif.com,user10,Citoyen,"2017-01-01 00:10:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user10
VXNlcjp1c2VyOQ==,user9@cap-collectif.com,user9,Citoyen,"2017-01-01 00:09:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user9
VXNlcjp1c2VyOA==,user8@cap-collectif.com,user8,Citoyen,"2017-01-01 00:08:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user8
VXNlcjp1c2VyNw==,user7@cap-collectif.com,user7,Citoyen,"2017-01-01 00:07:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user7
VXNlcjp1c2VyNg==,user6@cap-collectif.com,user6,Citoyen,"2017-01-01 00:06:00",,,Utilisateur,No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/user6
VXNlcjp1c2VyX25vdF9jb25maXJtZWRfd2l0aF9jb250cmlidXRpb24=,user_not_confirmed_with_contributions@test.com,user_not_confirmed_with_contributions,Citoyen,"2015-01-12 02:00:00",,,Utilisateur,No,Yes,No,No,No,,,,,,,,,https://capco.dev/profile/usernotconfirmedwithcontributions
VXNlcjp1c2VyNQ==,user@test.com,user,Citoyen,"2015-01-06 00:00:00","2016-01-01 00:00:00",,Utilisateur,No,Yes,Yes,No,Yes,FEMALE,"1996-03-01 00:00:00",,,"12 rue des boulets",75012,Paris,+33635492871,https://capco.dev/profile/user
VXNlcjp1c2VyQWRtaW4=,admin@test.com,admin,Citoyen,"2015-01-04 00:00:00",,,Administrateur|Utilisateur,No,Yes,Yes,No,Yes,,,,,,,,+33675492871,https://capco.dev/profile/admin
VXNlcjp1c2VyMw==,xlacot@jolicode.com,xlacot,Citoyen,"2015-01-03 00:00:00",,,"Super Admin|Utilisateur",No,Yes,Yes,No,No,,,,,,,,,https://capco.dev/profile/xlacot
VXNlcjp1c2VyMg==,sfavot@jolicode.com,sfavot,Citoyen,"2015-01-02 00:00:00",,,"Super Admin|Utilisateur",No,Yes,Yes,No,Yes,,,http://www.sfavot.fr,"Lorem ipsum dolor sit amet, consectetur adipisicing elit. Eum earum fuga quaerat expedita minima labore vitae voluptate, repellendus perspiciatis consequuntur cum, dignissimos quas temporibus consequatur tempora est repellat. Architecto, quia.",,,Antony,+3300000000,https://capco.dev/profile/sfavot
VXNlcjp1c2VyMQ==,lbrunet@jolicode.com,lbrunet,Citoyen,"2015-01-01 00:00:00","2019-10-18 16:52:16","2019-10-18 16:52:16","Super Admin|Utilisateur",No,Yes,Yes,No,No,,,,,,,,+3300000000,https://capco.dev/profile/lbrunet
