contribution_type,proposal_id,proposal_reference,proposal_title,proposal_votes_totalCount,proposal_votes_digitalCount,proposal_votes_paperCount,proposal_votes_totalPointsCount,proposal_votes_digitalPointsCount,proposal_votes_paperPointsCount,proposal_createdAt,proposal_publishedAt,proposal_updatedAt,proposal_publicationStatus,proposal_undraftAt,proposal_trashedAt,proposal_trashedReason,proposal_link,proposal_author_id,proposal_author_username,proposal_author_isEmailConfirmed,proposal_author_email,proposal_author_userType_id,proposal_author_userType_name,proposal_status_name,proposal_estimation,proposal_category_name,proposal_theme_title,proposal_formattedAddress,proposal_address_lat,proposal_address_lng,proposal_district_name,proposal_illustration,proposal_summary,proposal_description,proposal_officialResponse,"No Mes Démarches","No IRIS","Raison sociale",proposal_votes_id,proposal_votes_ranking,proposal_votes_createdAt,proposal_votes_publishedAt,proposal_votes_published,proposal_votes_accounted,proposal_votes_anonymous,proposal_votes_author_id,proposal_votes_author_username,proposal_votes_author_isEmailConfirmed,proposal_votes_author_isPhoneConfirmed,proposal_votes_author_userType_id,proposal_votes_author_userType_name,proposal_comments_id,proposal_comments_body,proposal_comments_createdAt,proposal_comments_publishedAt,proposal_comments_updatedAt,proposal_comments_author_id,proposal_comments_author_username,proposal_comments_author_isEmailConfirmed,proposal_comments_author_userType_id,proposal_comments_author_userType_name,proposal_comments_author_email,proposal_comments_pinned,proposal_comments_publicationStatus,proposal_comments_vote_id,proposal_comments_vote_createdAt,proposal_comments_vote_publishedAt,proposal_comments_vote_author_id,proposal_comments_vote_author_username,proposal_comments_vote_author_isEmailConfirmed,proposal_comments_vote_author_userType_id,proposal_comments_vote_author_userType_name,proposal_news_id,proposal_news_title,proposal_news_themes,proposal_news_linkedProjects,proposal_news_linkedProposal,proposal_news_createdAt,proposal_news_updatedAt,proposal_news_publishedAt,proposal_news_publicationStatus,proposal_news_commentable,proposal_news_displayedOnBlog,proposal_news_authors_id,proposal_news_authors_username,proposal_news_authors_isEmailConfirmed,proposal_news_authors_userType_id,proposal_news_authors_userType_name,proposal_news_comments_id,proposal_news_comments_body,proposal_news_comments_parent,proposal_news_comments_createdAt,proposal_news_comments_publishedAt,proposal_news_comments_updatedAt,proposal_news_comments_author_id,proposal_news_comments_author_username,proposal_news_comments_author_isEmailConfirmed,proposal_news_comments_author_userType_id,proposal_news_comments_author_userType_name,proposal_news_comments_author_email,proposal_news_comments_pinned,proposal_news_comments_publicationStatus,proposal_news_comments_vote_id,proposal_news_comments_vote_createdAt,proposal_news_comments_vote_publishedAt,proposal_news_comments_vote_author_id,proposal_news_comments_vote_author_username,proposal_news_comments_vote_author_isEmailConfirmed,proposal_news_comments_vote_author_userType_id,proposal_news_comments_vote_author_userType_name,proposal_news_comments_reportings_id,proposal_news_comments_reportings_createdAt,proposal_news_comments_reportings_author_id,proposal_news_comments_reportings_author_username,proposal_news_comments_reportings_author_isEmailConfirmed,proposal_news_comments_reportings_author_userType_id,proposal_news_comments_reportings_author_userType_name,proposal_reportings_id,proposal_reportings_body,proposal_reportings_createdAt,proposal_reportings_author_id,proposal_reportings_author_username,proposal_reportings_author_isEmailConfirmed,proposal_reportings_author_userType_id,proposal_reportings_author_userType_name
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjQ2,"""22-785484""","Quaerat minima id corrupti veritatis aspernatur.",0,0,0,0,0,0,"2022-07-24 22:21:59","2022-07-24 22:21:59","2022-07-24 22:21:59",PUBLISHED,"2022-07-24 22:21:59",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quaerat-minima-id-corrupti-veritatis-aspernatur,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Immobilier,"Fake address, 75006 Paris, France",49.15738,2.0857,"Toute la région (IDF BP3)",,,"Quia saepe itaque inventore laborum aut commodi et. Inventore dolor assumenda ut minus vitae odit magnam. Accusantium rerum earum unde et ut corporis recusandae.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE2NA==,"""22-175267""","At eveniet harum aperiam fugiat asperiores.",0,0,0,0,0,0,"2022-07-24 23:48:47","2022-07-24 23:48:47","2022-07-24 23:48:47",PUBLISHED,"2022-07-24 23:48:47",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/at-eveniet-harum-aperiam-fugiat-asperiores,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Immobilier,"Fake address, 75006 Paris, France",49.03856,3.06769,"Toute la région (IDF BP3)",,,"Enim odit culpa dicta veniam. Ex non qui veritatis et. Placeat consequatur in modi doloribus. Et labore libero et atque rerum pariatur dolore in. Cum quia perspiciatis rem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjg3,"""22-802566""","Est quod ratione quidem odit unde.",0,0,0,0,0,0,"2022-07-25 19:55:56","2022-07-25 19:55:56","2022-07-25 19:55:56",PUBLISHED,"2022-07-25 19:55:56",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/est-quod-ratione-quidem-odit-unde,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Transport,"Fake address, 75006 Paris, France",48.77989,3.22703,"Toute la région (IDF BP3)",,,"Molestiae blanditiis est autem est incidunt. Aut dolorem consequatur quo asperiores velit at dolorem error. Laboriosam vero voluptatem in quis repellat et. Veritatis earum fuga temporibus molestiae maxime praesentium vel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjg4,"""22-448322""","Magnam magnam nihil ea officia.",0,0,0,0,0,0,"2022-08-01 11:50:55","2022-08-01 11:50:55","2022-08-01 11:50:55",PUBLISHED,"2022-08-01 11:50:55",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/magnam-magnam-nihil-ea-officia,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Transport,"Fake address, 75006 Paris, France",48.20225,1.64332,"Toute la région (IDF BP3)",,,"Quo fugiat officiis ut repellendus necessitatibus. Earum laborum voluptas voluptates quam. Accusantium consequatur qui ipsum eius.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE2Nw==,"""22-929038""","Tenetur deleniti quibusdam autem mollitia non occaecati explicabo.",0,0,0,0,0,0,"2022-08-02 07:31:39","2022-08-02 07:31:39","2022-08-02 07:31:39",PUBLISHED,"2022-08-02 07:31:39",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/tenetur-deleniti-quibusdam-autem-mollitia-non-occaecati-explicabo,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Justice,"Fake address, 75006 Paris, France",48.15846,3.45129,"Toute la région (IDF BP3)",,,"Magni fugit perspiciatis cupiditate modi. Sit quis quo voluptate voluptas recusandae. Ex qui dicta molestias. Non dolorem quas commodi dicta illum fugiat corrupti. Porro voluptas quisquam cum doloremque quo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE5Mg==,"""22-129805""","Nulla sunt tempora voluptates.",0,0,0,0,0,0,"2022-08-02 08:58:30","2022-08-02 08:58:30","2022-08-02 08:58:30",PUBLISHED,"2022-08-02 08:58:30",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/nulla-sunt-tempora-voluptates,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire",Justice,"Fake address, 75006 Paris, France",48.35572,2.12479,"Val de marne (94) (IDF BP3)",,,"Aut recusandae ut deserunt vel dolore nobis natus aut. Autem est fugiat natus mollitia. In occaecati rerum reprehenderit et laboriosam. Dolores molestiae ullam voluptas odio voluptas rerum. Dolores dolorum sint nam eos et repellendus aut nihil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI5OA==,"""22-934726""","Expedita eveniet sint inventore.",0,0,0,0,0,0,"2022-08-02 10:43:36","2022-08-02 10:43:36","2022-08-02 10:43:36",PUBLISHED,"2022-08-02 10:43:36",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/expedita-eveniet-sint-inventore,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale","Thème vide","Fake address, 75006 Paris, France",48.95958,2.21717,"Val de marne (94) (IDF BP3)",,,"Est a porro dolorum minus dolores possimus. Et illum vel ea nihil et laboriosam. Ut laboriosam numquam recusandae sint officiis esse. Placeat ut eum laudantium quis. Qui suscipit ad minus aut ducimus aliquam provident.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIyOQ==,"""22-634643""","Aut quaerat ut illo voluptatum quo rerum.",0,0,0,0,0,0,"2022-08-02 11:57:43","2022-08-02 11:57:43","2022-08-02 11:57:43",PUBLISHED,"2022-08-02 11:57:43",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/aut-quaerat-ut-illo-voluptatum-quo-rerum,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité","Thème vide","Fake address, 75006 Paris, France",48.98515,1.61366,"Val de marne (94) (IDF BP3)",,,"Temporibus consequuntur natus aut et. Quas et id fugiat similique ipsam nesciunt. Ut provident nihil magni officiis. Minus qui nam velit pariatur possimus eligendi vitae. Quidem dolor deleniti autem dicta optio voluptatibus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjEzMw==,"""22-175683""","Aut debitis laborum maiores nam nobis.",0,0,0,0,0,0,"2022-08-03 20:58:01","2022-08-03 20:58:01","2022-08-03 20:58:01",PUBLISHED,"2022-08-03 20:58:01",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/aut-debitis-laborum-maiores-nam-nobis,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.39647,3.4944,"Val de marne (94) (IDF BP3)",,,"Architecto illum dolorum voluptatem reiciendis est omnis. Hic cumque repudiandae laboriosam accusantium. Numquam voluptatum et animi officia dolor. Et quae sit nobis magni reiciendis velit quam.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI5OQ==,"""22-498022""","Beatae vel sunt in voluptate.",0,0,0,0,0,0,"2022-08-04 05:49:32","2022-08-04 05:49:32","2022-08-04 05:49:32",PUBLISHED,"2022-08-04 05:49:32",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/beatae-vel-sunt-in-voluptate,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Immobilier,"Fake address, 75006 Paris, France",49.04841,1.54449,"Toute la région (IDF BP3)",,,"Voluptatem excepturi et praesentium ut odit. Reprehenderit omnis voluptatem ut ullam. Sint quasi ad est. Rem earum ducimus consequatur nemo officiis nesciunt. Voluptatem ad voluptatem ab dolor esse dolores. Corporis aut aut repellendus deserunt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjU0,"""22-560540""","Quia ad quas ut cumque laborum quod.",0,0,0,0,0,0,"2022-08-04 20:34:30","2022-08-04 20:34:30","2022-08-04 20:34:30",PUBLISHED,"2022-08-04 20:34:30",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quia-ad-quas-ut-cumque-laborum-quod,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique","Thème vide","Fake address, 75006 Paris, France",49.20389,2.04183,"Val de marne (94) (IDF BP3)",,,"Suscipit quia nostrum veritatis saepe ex. Aut neque sit numquam vel est sunt ab. Cupiditate excepturi non saepe in voluptatem vel rem quaerat. Magni aut eaque vel deleniti. Velit deleniti enim rerum sequi vel et.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIxMg==,"""22-249680""","Quibusdam sed occaecati soluta porro vel facilis sunt.",0,0,0,0,0,0,"2022-08-04 23:52:34","2022-08-04 23:52:34","2022-08-04 23:52:34",PUBLISHED,"2022-08-04 23:52:34",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quibusdam-sed-occaecati-soluta-porro-vel-facilis-sunt,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Immobilier,"Fake address, 75006 Paris, France",48.59662,3.21283,"Val de marne (94) (IDF BP3)",,,"Nulla sequi debitis sapiente omnis dolor. Omnis et fugit sunt omnis id. Est neque sed sequi. Ratione quas exercitationem repellat id.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjY1,"""22-409960""","Praesentium nam consequatur incidunt.",0,0,0,0,0,0,"2022-08-05 22:47:23","2022-08-05 22:47:23","2022-08-05 22:47:23",PUBLISHED,"2022-08-05 22:47:23",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/praesentium-nam-consequatur-incidunt,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Justice,"Fake address, 75006 Paris, France",49.13699,2.70787,"Val de marne (94) (IDF BP3)",,,"Placeat amet veniam sit. Facilis id soluta quia quidem quibusdam odit. Voluptate et in non corrupti numquam. Sit facilis quisquam vero eligendi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjQ5,"""22-495217""","Qui alias itaque esse sint nisi sed maiores.",0,0,0,0,0,0,"2022-08-07 22:48:07","2022-08-07 22:48:07","2022-08-07 22:48:07",PUBLISHED,"2022-08-07 22:48:07",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/qui-alias-itaque-esse-sint-nisi-sed-maiores,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Justice,"Fake address, 75006 Paris, France",49.03859,1.89607,"Val de marne (94) (IDF BP3)",,,"Aliquid incidunt placeat et ut dolores. Est accusamus iusto et quis voluptate recusandae. Praesentium aliquam dolor quasi eum et nihil ut.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE4MQ==,"""22-543760""","Odio aut eum porro qui reprehenderit repellendus.",0,0,0,0,0,0,"2022-08-08 11:15:29","2022-08-08 11:15:29","2022-08-08 11:15:29",PUBLISHED,"2022-08-08 11:15:29",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/odio-aut-eum-porro-qui-reprehenderit-repellendus,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres","Thème vide","Fake address, 75006 Paris, France",48.95835,1.4855,"Val de marne (94) (IDF BP3)",,,"Omnis cumque vel vel incidunt ullam aut. Voluptates quibusdam quidem sequi amet vel quas officiis. Et eum a enim delectus distinctio occaecati. Praesentium eos voluptatem voluptas quaerat suscipit. Ratione neque consectetur debitis veritatis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIwMA==,"""22-112313""","Repellendus ipsa nemo dolores nesciunt.",0,0,0,0,0,0,"2022-08-08 21:18:28","2022-08-08 21:18:28","2022-08-08 21:18:28",PUBLISHED,"2022-08-08 21:18:28",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/repellendus-ipsa-nemo-dolores-nesciunt,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire",Justice,"Fake address, 75006 Paris, France",48.45876,2.75189,"Toute la région (IDF BP3)",,,"Et ratione sed aliquam itaque voluptate sit aliquam accusantium. Rerum est commodi soluta accusamus voluptate temporibus culpa. Debitis delectus et sunt. Veritatis exercitationem quaerat vel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI4NA==,"""22-642655""","Consectetur numquam vel explicabo est rerum maiores.",0,0,0,0,0,0,"2022-08-10 15:53:03","2022-08-10 15:53:03","2022-08-10 15:53:03",PUBLISHED,"2022-08-10 15:53:03",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/consectetur-numquam-vel-explicabo-est-rerum-maiores,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Immobilier,"Fake address, 75006 Paris, France",49.19408,1.6197,"Toute la région (IDF BP3)",,,"Error facere eos alias vitae modi et omnis. Tempore iure nemo voluptatem aut omnis repellat. Eos et et est aperiam et. Omnis qui quod perspiciatis laboriosam placeat rerum. Enim enim harum est est.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE2,"""22-173007""","Animi culpa velit dignissimos molestias.",0,0,0,0,0,0,"2022-08-11 02:16:15","2022-08-11 02:16:15","2022-08-11 02:16:15",PUBLISHED,"2022-08-11 02:16:15",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/animi-culpa-velit-dignissimos-molestias,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Justice,"Fake address, 75006 Paris, France",49.1268,3.28316,"Val de marne (94) (IDF BP3)",,,"Cumque ut et rerum dolore consectetur et beatae totam. Quisquam labore saepe perspiciatis doloremque voluptates unde optio. Magnam non ratione enim velit ullam tempore autem. Id consequuntur quo dolore qui in et quasi incidunt. Ex accusamus aut itaque nesciunt sit quidem fugit sapiente. Eveniet dolore inventore consectetur sed repellat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIzNg==,"""22-766108""","Voluptatibus quibusdam iusto sed rerum.",0,0,0,0,0,0,"2022-08-11 07:44:28","2022-08-11 07:44:28","2022-08-11 07:44:28",PUBLISHED,"2022-08-11 07:44:28",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/voluptatibus-quibusdam-iusto-sed-rerum,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",49.19346,2.40468,"Val de marne (94) (IDF BP3)",,,"Nihil provident consequatur est atque suscipit. Et pariatur esse sed. Voluptates voluptatem veritatis occaecati deserunt. Aut magni commodi praesentium. Quidem ipsum nostrum nulla delectus magnam molestiae.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjEwMA==,"""22-139608""","Qui asperiores velit sit nihil hic excepturi.",0,0,0,0,0,0,"2022-08-12 03:22:38","2022-08-12 03:22:38","2022-08-12 03:22:38",PUBLISHED,"2022-08-12 03:22:38",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/qui-asperiores-velit-sit-nihil-hic-excepturi,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.62908,2.30733,"Toute la région (IDF BP3)",,,"Nostrum sapiente eum omnis tempora eius fugiat. Commodi omnis excepturi maxime quia sint. Quisquam aut voluptas culpa. Modi magnam quos dolores quis iste.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjQw,"""22-584529""","Eum vitae impedit recusandae temporibus quam.",0,0,0,0,0,0,"2022-08-12 19:50:04","2022-08-12 19:50:04","2022-08-12 19:50:04",PUBLISHED,"2022-08-12 19:50:04",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/eum-vitae-impedit-recusandae-temporibus-quam,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres","Thème vide","Fake address, 75006 Paris, France",49.20927,1.98626,"Toute la région (IDF BP3)",,,"Omnis corrupti hic aut qui rem. Unde enim molestiae autem id. Quo aliquid nam ex asperiores neque ea.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIwNA==,"""22-735468""","Minima repellat voluptates repudiandae.",0,0,0,0,0,0,"2022-08-13 00:56:37","2022-08-13 00:56:37","2022-08-13 00:56:37",PUBLISHED,"2022-08-13 00:56:37",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/minima-repellat-voluptates-repudiandae,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Transport,"Fake address, 75006 Paris, France",48.83143,2.36605,"Toute la région (IDF BP3)",,,"Saepe quo reiciendis mollitia qui voluptatum corrupti sed optio. Tenetur harum voluptates mollitia omnis qui molestiae. Est ut non quam pariatur veniam alias fuga doloribus. Consequatur animi placeat sed sit quas aut. Sint et similique temporibus voluptate aliquid voluptas enim.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjc=,"""22-663344""","Eos fugit natus quaerat quibusdam alias.",0,0,0,0,0,0,"2022-08-18 13:20:55","2022-08-18 13:20:55","2022-08-18 13:20:55",PUBLISHED,"2022-08-18 13:20:55",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/eos-fugit-natus-quaerat-quibusdam-alias,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Immobilier,"Fake address, 75006 Paris, France",48.15526,2.30329,"Val de marne (94) (IDF BP3)",,,"Aut dolores perspiciatis itaque doloribus qui dicta eligendi. Recusandae facere quo beatae. Quia molestiae alias quo quis inventore. Ea sit in ut qui fugiat dolores placeat. Nesciunt architecto quas ex similique consequatur.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI2Ng==,"""22-636283""","Consequuntur possimus sequi est harum.",0,0,0,0,0,0,"2022-08-19 01:18:03","2022-08-19 01:18:03","2022-08-19 01:18:03",PUBLISHED,"2022-08-19 01:18:03",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/consequuntur-possimus-sequi-est-harum,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Justice,"Fake address, 75006 Paris, France",49.19094,3.08907,"Toute la région (IDF BP3)",,,"Fugiat natus quas itaque. Ad tempora iusto nemo aut magni mollitia sed. Repellat aut earum soluta consequatur. Culpa est et vel. Ex animi sunt ut illum sed dolore tenetur ad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
