export_proposal_id,export_proposal_reference,export_proposal_title,export_proposal_link,export_proposal_votes_id,export_proposal_votes_ranking,export_proposal_votes_published_at,export_proposal_votes_anonymous,export_proposal_votes_author_id
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1012,1,"2017-02-01 00:15:00",Non,user15
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1013,1,"2017-02-01 00:16:00",Non,user16
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1014,1,"2017-02-01 00:17:00",Non,user17
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1015,1,"2017-02-01 00:18:00",Non,user18
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1016,1,"2017-02-01 00:19:00",Non,user19
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1017,1,"2017-02-01 00:20:00",Non,user20
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1018,1,"2017-02-01 00:21:00",Non,user21
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1019,1,"2017-02-01 00:22:00",Non,user22
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1020,1,"2017-02-01 00:23:00",Non,user23
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1021,1,"2017-02-01 00:24:00",Non,user24
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1022,1,"2017-02-01 00:25:00",Non,user25
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1023,1,"2017-02-01 00:26:00",Non,user26
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1024,1,"2017-02-01 00:27:00",Non,user27
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1025,1,"2017-02-01 00:28:00",Non,user28
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1026,1,"2017-02-01 00:29:00",Non,user29
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1027,1,"2017-02-01 00:30:00",Non,user30
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1028,1,"2017-02-01 00:31:00",Non,user31
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1029,1,"2017-02-01 00:32:00",Non,user32
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1030,1,"2017-02-01 00:33:00",Non,user33
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1031,1,"2017-02-01 00:34:00",Non,user34
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1032,1,"2017-02-01 00:35:00",Non,user35
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1033,1,"2017-02-01 00:36:00",Non,user36
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1034,1,"2017-02-01 00:37:00",Non,user37
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1035,1,"2017-02-01 00:38:00",Non,user38
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1036,1,"2017-02-01 00:39:00",Non,user39
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1037,1,"2017-02-01 00:40:00",Non,user40
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1038,1,"2017-02-01 00:41:00",Non,user41
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1039,1,"2017-02-01 00:42:00",Non,user42
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1040,1,"2017-02-01 00:43:00",Non,user43
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1041,1,"2017-02-01 00:44:00",Non,user44
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1042,1,"2017-02-01 00:45:00",Non,user45
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1043,1,"2017-02-01 00:46:00",Non,user46
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1044,1,"2017-02-01 00:47:00",Non,user47
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1045,1,"2017-02-01 00:48:00",Non,user48
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1046,1,"2017-02-01 00:49:00",Non,user49
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1047,1,"2017-02-01 00:50:00",Non,user50
proposal2,1-2,"Rénovation du gymnase",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/renovation-du-gymnase,1066,1,"2024-01-01 00:00:00",Non,participant1
