export_vote_published_at,export_vote_type,export_vote_author_id,export_vote_source,export_vote_author_zip_code,export_vote_author_username,export_vote_author_is_email_confirmed,export_vote_author_email,export_vote_author_user_type_name,export_vote_debate_url,export_vote_geoip_country_code,export_vote_geoip_region_name,export_vote_geoip_city_name
"2020-01-18 00:00:00",export_vote_type_against,user17,APPLICATION,,user17,Oui,user17@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-19 00:00:00",export_vote_type_against,user18,APPLICATION,,user18,Oui,user18@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-20 00:00:00",export_vote_type_against,user19,APPLICATION,,user19,Oui,user19@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-21 00:00:00",export_vote_type_against,user20,APPLICATION,,user20,Oui,user20@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-22 00:00:00",export_vote_type_against,user21,APPLICATION,,user21,Oui,user21@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-23 00:00:00",export_vote_type_against,user22,APPLICATION,,user22,Oui,user22@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-24 00:00:00",export_vote_type_against,user23,APPLICATION,,user23,Oui,user23@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-25 00:00:00",export_vote_type_against,user24,APPLICATION,,user24,Oui,user24@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-26 00:00:00",export_vote_type_against,user25,APPLICATION,,user25,Oui,user25@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-27 00:00:00",export_vote_type_against,user26,APPLICATION,,user26,Oui,user26@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-28 00:00:00",export_vote_type_against,user27,APPLICATION,,user27,Oui,user27@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-29 00:00:00",export_vote_type_against,user28,APPLICATION,,user28,Oui,user28@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-30 00:00:00",export_vote_type_against,user29,APPLICATION,,user29,Oui,user29@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-01-31 00:00:00",export_vote_type_against,user30,APPLICATION,,user30,Oui,user30@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-01 00:00:00",export_vote_type_against,user31,APPLICATION,,user31,Oui,user31@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-02 00:00:00",export_vote_type_against,user32,APPLICATION,,user32,Oui,user32@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-03 00:00:00",export_vote_type_against,user33,APPLICATION,,user33,Oui,user33@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-04 00:00:00",export_vote_type_against,user34,APPLICATION,,user34,Oui,user34@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-05 00:00:00",export_vote_type_against,user35,APPLICATION,,user35,Oui,user35@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-06 00:00:00",export_vote_type_against,user36,APPLICATION,,user36,Oui,user36@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-07 00:00:00",export_vote_type_against,user37,APPLICATION,,user37,Oui,user37@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-08 00:00:00",export_vote_type_against,user38,APPLICATION,,user38,Oui,user38@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-09 00:00:00",export_vote_type_against,user39,APPLICATION,,user39,Oui,user39@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-10 00:00:00",export_vote_type_against,user40,APPLICATION,,user40,Oui,user40@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-11 00:00:00",export_vote_type_against,user41,APPLICATION,,user41,Oui,user41@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-12 00:00:00",export_vote_type_against,user42,APPLICATION,,user42,Oui,user42@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-13 00:00:00",export_vote_type_against,user43,APPLICATION,,user43,Oui,user43@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-14 00:00:00",export_vote_type_against,user44,APPLICATION,,user44,Oui,user44@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-15 00:00:00",export_vote_type_against,user45,APPLICATION,,user45,Oui,user45@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-16 00:00:00",export_vote_type_against,user46,APPLICATION,,user46,Oui,user46@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-17 00:00:00",export_vote_type_against,user47,APPLICATION,,user47,Oui,user47@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-18 00:00:00",export_vote_type_against,user48,APPLICATION,,user48,Oui,user48@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-19 00:00:00",export_vote_type_against,user49,APPLICATION,,user49,Oui,user49@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-20 00:00:00",export_vote_type_against,user50,APPLICATION,,user50,Oui,user50@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-21 00:00:00",export_vote_type_against,user51,APPLICATION,,user51,Oui,user51@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-22 00:00:00",export_vote_type_against,user52,APPLICATION,,user52,Oui,user52@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-23 00:00:00",export_vote_type_against,user53,APPLICATION,,user53,Oui,user53@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-24 00:00:00",export_vote_type_against,user54,APPLICATION,,user54,Oui,user54@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-25 00:00:00",export_vote_type_against,user55,APPLICATION,,user55,Oui,user55@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-26 00:00:00",export_vote_type_against,user56,APPLICATION,,user56,Oui,user56@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-27 00:00:00",export_vote_type_against,user57,APPLICATION,,user57,Oui,user57@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-28 00:00:00",export_vote_type_against,user58,APPLICATION,,user58,Oui,user58@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-02-29 00:00:00",export_vote_type_against,user59,APPLICATION,,user59,Oui,user59@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-01 00:00:00",export_vote_type_against,user60,APPLICATION,,user60,Oui,user60@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-02 00:00:00",export_vote_type_against,user61,APPLICATION,,user61,Oui,user61@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-03 00:00:00",export_vote_type_against,user62,APPLICATION,,user62,Oui,user62@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-04 00:00:00",export_vote_type_against,user63,APPLICATION,,user63,Oui,user63@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-05 00:00:00",export_vote_type_against,user64,APPLICATION,,user64,Oui,user64@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-06 00:00:00",export_vote_type_against,user65,APPLICATION,,user65,Oui,user65@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-07 00:00:00",export_vote_type_against,user66,APPLICATION,,user66,Oui,user66@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-08 00:00:00",export_vote_type_against,user67,APPLICATION,,user67,Oui,user67@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-09 00:00:00",export_vote_type_against,user68,APPLICATION,,user68,Oui,user68@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-10 00:00:00",export_vote_type_against,user69,APPLICATION,,user69,Oui,user69@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-11 00:00:00",export_vote_type_against,user70,APPLICATION,,user70,Oui,user70@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-12 00:00:00",export_vote_type_against,user71,APPLICATION,,user71,Oui,user71@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-13 00:00:00",export_vote_type_against,user72,APPLICATION,,user72,Oui,user72@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-14 00:00:00",export_vote_type_against,user73,APPLICATION,,user73,Oui,user73@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-15 00:00:00",export_vote_type_against,user74,APPLICATION,,user74,Oui,user74@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-16 00:00:00",export_vote_type_against,user75,APPLICATION,,user75,Oui,user75@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-17 00:00:00",export_vote_type_against,user76,APPLICATION,,user76,Oui,user76@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-18 00:00:00",export_vote_type_against,user77,APPLICATION,,user77,Oui,user77@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-19 00:00:00",export_vote_type_against,user78,APPLICATION,,user78,Oui,user78@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-20 00:00:00",export_vote_type_against,user79,APPLICATION,,user79,Oui,user79@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-21 00:00:00",export_vote_type_against,user80,APPLICATION,,user80,Oui,user80@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-22 00:00:00",export_vote_type_against,user81,APPLICATION,,user81,Oui,user81@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-23 00:00:00",export_vote_type_against,user82,APPLICATION,,user82,Oui,user82@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-24 00:00:00",export_vote_type_against,user83,APPLICATION,,user83,Oui,user83@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-25 00:00:00",export_vote_type_against,user84,APPLICATION,,user84,Oui,user84@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-26 00:00:00",export_vote_type_against,user85,APPLICATION,,user85,Oui,user85@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-27 00:00:00",export_vote_type_against,user86,APPLICATION,,user86,Oui,user86@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-28 00:00:00",export_vote_type_against,user87,APPLICATION,,user87,Oui,user87@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-29 00:00:00",export_vote_type_against,user88,APPLICATION,,user88,Oui,user88@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-30 00:00:00",export_vote_type_against,user89,APPLICATION,,user89,Oui,user89@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-03-31 00:00:00",export_vote_type_against,user90,APPLICATION,,user90,Oui,user90@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-01 00:00:00",export_vote_type_against,user91,APPLICATION,,user91,Oui,user91@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-02 00:00:00",export_vote_type_against,user92,APPLICATION,,user92,Oui,user92@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-03 00:00:00",export_vote_type_against,user93,APPLICATION,,user93,Oui,user93@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-04 00:00:00",export_vote_type_against,user94,APPLICATION,,user94,Oui,user94@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-05 00:00:00",export_vote_type_against,user95,APPLICATION,,user95,Oui,user95@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-06 00:00:00",export_vote_type_against,user96,APPLICATION,,user96,Oui,user96@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-07 00:00:00",export_vote_type_against,user97,APPLICATION,,user97,Oui,user97@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-08 00:00:00",export_vote_type_against,user98,APPLICATION,,user98,Oui,user98@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-09 00:00:00",export_vote_type_against,user99,APPLICATION,,user99,Oui,user99@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-10 00:00:00",export_vote_type_against,user100,APPLICATION,,user100,Oui,user100@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-11 00:00:00",export_vote_type_against,user101,APPLICATION,,user101,Oui,user101@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-12 00:00:00",export_vote_type_against,user102,APPLICATION,,user102,Oui,user102@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-13 00:00:00",export_vote_type_against,user103,APPLICATION,,user103,Oui,user103@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-14 00:00:00",export_vote_type_against,user104,APPLICATION,,user104,Oui,user104@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-15 00:00:00",export_vote_type_against,user105,APPLICATION,,user105,Oui,user105@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-16 00:00:00",export_vote_type_against,user106,APPLICATION,,user106,Oui,user106@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-17 00:00:00",export_vote_type_against,user107,APPLICATION,,user107,Oui,user107@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-18 00:00:00",export_vote_type_against,user108,APPLICATION,,user108,Oui,user108@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-19 00:00:00",export_vote_type_against,user109,APPLICATION,,user109,Oui,user109@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-20 00:00:00",export_vote_type_against,user110,APPLICATION,,user110,Oui,user110@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-21 00:00:00",export_vote_type_against,user111,APPLICATION,,user111,Oui,user111@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-22 00:00:00",export_vote_type_against,user112,APPLICATION,,user112,Oui,user112@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-23 00:00:00",export_vote_type_against,user113,APPLICATION,,user113,Oui,user113@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-24 00:00:00",export_vote_type_against,user114,APPLICATION,,user114,Oui,user114@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-25 00:00:00",export_vote_type_against,user115,APPLICATION,,user115,Oui,user115@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-26 00:00:00",export_vote_type_against,user116,APPLICATION,,user116,Oui,user116@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-27 00:00:00",export_vote_type_against,user117,APPLICATION,,user117,Oui,user117@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-28 00:00:00",export_vote_type_against,user118,APPLICATION,,user118,Oui,user118@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-29 00:00:00",export_vote_type_against,user119,APPLICATION,,user119,Oui,user119@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-04-30 00:00:00",export_vote_type_against,user120,APPLICATION,,user120,Oui,user120@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-01 00:00:00",export_vote_type_against,user121,APPLICATION,,user121,Oui,user121@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-02 00:00:00",export_vote_type_against,user122,APPLICATION,,user122,Oui,user122@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-03 00:00:00",export_vote_type_against,user123,APPLICATION,,user123,Oui,user123@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-04 00:00:00",export_vote_type_against,user124,APPLICATION,,user124,Oui,user124@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-05 00:00:00",export_vote_type_against,user125,APPLICATION,,user125,Oui,user125@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-06 00:00:00",export_vote_type_against,user126,APPLICATION,,user126,Oui,user126@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-07 00:00:00",export_vote_type_against,user127,APPLICATION,,user127,Oui,user127@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-08 00:00:00",export_vote_type_against,user128,APPLICATION,,user128,Oui,user128@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-09 00:00:00",export_vote_type_against,user129,APPLICATION,,user129,Oui,user129@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-10 00:00:00",export_vote_type_against,user130,APPLICATION,,user130,Oui,user130@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-11 00:00:00",export_vote_type_against,user131,APPLICATION,,user131,Oui,user131@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-12 00:00:00",export_vote_type_against,user132,APPLICATION,,user132,Oui,user132@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-13 00:00:00",export_vote_type_against,user133,APPLICATION,,user133,Oui,user133@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-14 00:00:00",export_vote_type_against,user134,APPLICATION,,user134,Oui,user134@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-15 00:00:00",export_vote_type_against,user135,APPLICATION,,user135,Oui,user135@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-16 00:00:00",export_vote_type_against,user136,APPLICATION,,user136,Oui,user136@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-17 00:00:00",export_vote_type_against,user137,APPLICATION,,user137,Oui,user137@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-18 00:00:00",export_vote_type_against,user138,APPLICATION,,user138,Oui,user138@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-19 00:00:00",export_vote_type_against,user139,APPLICATION,,user139,Oui,user139@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-20 00:00:00",export_vote_type_against,user140,APPLICATION,,user140,Oui,user140@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-21 00:00:00",export_vote_type_against,user141,APPLICATION,,user141,Oui,user141@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-22 00:00:00",export_vote_type_against,user142,APPLICATION,,user142,Oui,user142@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
