export_participant_user_id,export_participant_username,export_participant_user_email,export_participant_consent_internal_communication,export_participant_phone,export_participant_type,export_participant_firstname,export_participant_lastname,export_participant_date_of_birth,export_participant_postal_address,export_participant_zip_code,export_participant_city,export_participant_profile_url,export_participant_identification_code,export_participant_user_created_at,export_participant_user_updated_at,export_participant_user_last_login,export_participant_user_roles_text,export_participant_user_enabled,export_participant_user_is_email_confirmed,export_participant_user_locked,export_participant_user_is_phone_confirmed,export_participant_gender,export_participant_website_url,export_participant_biography,export_participant_is_france_connect_associated,user_votes_total_count_per_step,user_proposal_count_per_step,user_voted_proposal_ids
user37,user37,user37@cap-collectif.com,Oui,,Citoyen,firstname37,lastname37,,,,,https://capco.dev/profile/user37,,"2017-01-01 00:37:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user38,user38,user38@cap-collectif.com,Oui,,Citoyen,firstname38,lastname38,,,,,https://capco.dev/profile/user38,,"2017-01-01 00:38:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user39,user39,user39@cap-collectif.com,Oui,,Citoyen,firstname39,lastname39,,,,,https://capco.dev/profile/user39,,"2017-01-01 00:39:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user40,user40,user40@cap-collectif.com,Oui,,Citoyen,firstname40,lastname40,,,,,https://capco.dev/profile/user40,,"2017-01-01 00:40:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user41,user41,user41@cap-collectif.com,Oui,,Citoyen,firstname41,lastname41,,,,,https://capco.dev/profile/user41,,"2017-01-01 00:41:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user42,user42,user42@cap-collectif.com,Oui,,Citoyen,firstname42,lastname42,,,,,https://capco.dev/profile/user42,,"2017-01-01 00:42:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user43,user43,user43@cap-collectif.com,Oui,,Citoyen,firstname43,lastname43,,,,,https://capco.dev/profile/user43,,"2017-01-01 00:43:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user44,user44,user44@cap-collectif.com,Oui,,Citoyen,firstname44,lastname44,,,,,https://capco.dev/profile/user44,,"2017-01-01 00:44:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user45,user45,user45@cap-collectif.com,Oui,,Citoyen,firstname45,lastname45,,,,,https://capco.dev/profile/user45,,"2017-01-01 00:45:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user46,user46,user46@cap-collectif.com,Oui,,Citoyen,firstname46,lastname46,,,,,https://capco.dev/profile/user46,,"2017-01-01 00:46:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user47,user47,user47@cap-collectif.com,Oui,,Citoyen,firstname47,lastname47,,,,,https://capco.dev/profile/user47,,"2017-01-01 00:47:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user48,user48,user48@cap-collectif.com,Oui,,Citoyen,firstname48,lastname48,,,,,https://capco.dev/profile/user48,,"2017-01-01 00:48:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user49,user49,user49@cap-collectif.com,Oui,,Citoyen,firstname49,lastname49,,,,,https://capco.dev/profile/user49,,"2017-01-01 00:49:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user5,user,user@test.com,Oui,+33635492871,Citoyen,Utilisateur,authentifier,"1996-03-01 00:00:00",,75012,Paris,https://capco.dev/profile/user,DK2AZ554,"2015-01-06 00:00:00","2016-01-01 00:00:00",,Utilisateur,Oui,Oui,Non,Oui,f,,,Non,1,0,1
user50,user50,user50@cap-collectif.com,Oui,,Citoyen,firstname50,lastname50,,,,,https://capco.dev/profile/user50,,"2017-01-01 00:50:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user6,user6,user6@cap-collectif.com,Oui,,Citoyen,firstname6,lastname6,,,,,https://capco.dev/profile/user6,,"2017-01-01 00:06:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user7,user7,user7@cap-collectif.com,Oui,,Citoyen,firstname7,lastname7,,,,,https://capco.dev/profile/user7,,"2017-01-01 00:07:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user8,user8,user8@cap-collectif.com,Oui,,Citoyen,firstname8,lastname8,,,,,https://capco.dev/profile/user8,,"2017-01-01 00:08:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
user9,user9,user9@cap-collectif.com,Oui,,Citoyen,firstname9,lastname9,,,,,https://capco.dev/profile/user9,,"2017-01-01 00:09:00",,,Utilisateur,Oui,Oui,Non,Non,,,,Non,1,0,1
userAdmin,admin,admin@test.com,Non,+33675492871,Citoyen,Administrateur,authentifier,,"26 Rue Claude Tillier, 75012 Paris, France",,,https://capco.dev/profile/admin,,"2015-01-04 00:00:00",,,Administrateur|Utilisateur,Oui,Oui,Non,Oui,,,,Non,1,0,1
