export_contribution_type,export_proposal_id,export_proposal_published_at,export_proposal_reference,export_proposal_title,export_proposal_summary,export_proposal_description,export_proposal_author_id,export_proposal_votes_total_count,export_proposal_votes_digital_count,export_proposal_votes_paper_count,export_proposal_votes_total_points_count,export_proposal_votes_digital_points_count,export_proposal_votes_paper_points_count,export_proposal_category_name,export_proposal_theme_title,export_proposal_formatted_address,export_proposal_address_lat,export_proposal_address_lng,export_proposal_district_name,export_proposal_estimation,export_proposal_illustration,export_proposal_link,export_proposal_status_name,export_proposal_created_at,export_proposal_updated_at,export_proposal_publication_status,export_proposal_undraft_at,export_proposal_trashed_at,export_proposal_trashed_reason,export_proposal_author_username,export_proposal_author_is_email_confirmed,export_proposal_author_email,export_proposal_author_user_type_id,export_proposal_author_user_type_name,export_proposal_official_response,export_proposal_votes_id,export_proposal_votes_ranking,export_proposal_votes_created_at,export_proposal_votes_published_at,export_proposal_votes_published,export_proposal_votes_accounted,export_proposal_votes_anonymous,export_proposal_votes_author_id,export_proposal_votes_author_username,export_proposal_votes_author_is_email_confirmed,export_proposal_votes_author_is_phone_confirmed,export_proposal_votes_author_user_type_id,export_proposal_votes_author_user_type_name,export_proposal_comments_id,export_proposal_comments_body,export_proposal_comments_created_at,export_proposal_comments_published_at,export_proposal_comments_updated_at,export_proposal_comments_author_id,export_proposal_comments_author_username,export_proposal_comments_author_is_email_confirmed,export_proposal_comments_author_user_type_id,export_proposal_comments_author_user_type_name,export_proposal_comments_author_email,export_proposal_comments_pinned,export_proposal_comments_publication_status,export_proposal_comments_vote_id,export_proposal_comments_vote_created_at,export_proposal_comments_vote_published_at,export_proposal_comments_vote_author_id,export_proposal_comments_vote_author_username,export_proposal_comments_vote_author_is_email_confirmed,export_proposal_comments_vote_author_user_type_id,export_proposal_comments_vote_author_user_type_name,export_proposal_news_id,export_proposal_news_title,export_proposal_news_themes,export_proposal_news_linked_projects,export_proposal_news_linked_proposal,export_proposal_news_created_at,export_proposal_news_updated_at,export_proposal_news_published_at,export_proposal_news_publication_status,export_proposal_news_commentable,export_proposal_news_displayed_on_blog,export_proposal_news_authors_id,export_proposal_news_authors_username,export_proposal_news_authors_is_email_confirmed,export_proposal_news_authors_user_type_id,export_proposal_news_authors_user_type_name,export_proposal_news_comments_id,export_proposal_news_comments_body,export_proposal_news_comments_parent,export_proposal_news_comments_created_at,export_proposal_news_comments_published_at,export_proposal_news_comments_updated_at,export_proposal_news_comments_author_id,export_proposal_news_comments_author_username,export_proposal_news_comments_author_is_email_confirmed,export_proposal_news_comments_author_user_type_id,export_proposal_news_comments_author_user_type_name,export_proposal_news_comments_author_email,export_proposal_news_comments_pinned,export_proposal_news_comments_publication_status,export_proposal_news_comments_vote_id,export_proposal_news_comments_vote_created_at,export_proposal_news_comments_vote_published_at,export_proposal_news_comments_vote_author_id,export_proposal_news_comments_vote_author_username,export_proposal_news_comments_vote_author_is_email_confirmed,export_proposal_news_comments_vote_author_user_type_id,export_proposal_news_comments_vote_author_user_type_name,export_proposal_news_comments_reportings_id,export_proposal_news_comments_reportings_created_at,export_proposal_news_comments_reportings_author_id,export_proposal_news_comments_reportings_author_username,export_proposal_news_comments_reportings_author_is_email_confirmed,export_proposal_news_comments_reportings_author_user_type_id,export_proposal_news_comments_reportings_author_user_type_name,export_proposal_reportings_id,export_proposal_reportings_body,export_proposal_reportings_created_at,export_proposal_reportings_author_id,export_proposal_reportings_author_username,export_proposal_reportings_author_is_email_confirmed,export_proposal_reportings_author_user_type_id,export_proposal_reportings_author_user_type_name
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2007,,"2017-02-01 00:08:00","2017-02-01 00:08:00",Oui,Oui,Non,user8,user8,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2008,,"2017-02-01 00:09:00","2017-02-01 00:09:00",Oui,Oui,Non,user9,user9,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2009,,"2017-02-01 00:10:00","2017-02-01 00:10:00",Oui,Oui,Non,user10,user10,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2010,,"2017-02-01 00:11:00","2017-02-01 00:11:00",Oui,Oui,Non,user11,user11,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2011,,"2017-02-01 00:12:00","2017-02-01 00:12:00",Oui,Oui,Non,user12,user12,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2012,,"2017-02-01 00:13:00","2017-02-01 00:13:00",Oui,Oui,Non,user13,user13,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2013,,"2017-02-01 00:14:00","2017-02-01 00:14:00",Oui,Oui,Non,user14,user14,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2014,,"2017-02-01 00:15:00","2017-02-01 00:15:00",Oui,Oui,Non,user15,user15,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2015,,"2017-02-01 00:16:00","2017-02-01 00:16:00",Oui,Oui,Non,user16,user16,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2016,,"2017-02-01 00:17:00","2017-02-01 00:17:00",Oui,Oui,Non,user17,user17,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2017,,"2017-02-01 00:18:00","2017-02-01 00:18:00",Oui,Oui,Non,user18,user18,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2018,,"2017-02-01 00:19:00","2017-02-01 00:19:00",Oui,Oui,Non,user19,user19,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2019,,"2017-02-01 00:20:00","2017-02-01 00:20:00",Oui,Oui,Non,user20,user20,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2020,,"2017-02-01 00:21:00","2017-02-01 00:21:00",Oui,Oui,Non,user21,user21,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2021,,"2017-02-01 00:22:00","2017-02-01 00:22:00",Oui,Oui,Non,user22,user22,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2022,,"2017-02-01 00:23:00","2017-02-01 00:23:00",Oui,Oui,Non,user23,user23,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2023,,"2017-02-01 00:24:00","2017-02-01 00:24:00",Oui,Oui,Non,user24,user24,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2024,,"2017-02-01 00:25:00","2017-02-01 00:25:00",Oui,Oui,Non,user25,user25,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2025,,"2017-02-01 00:26:00","2017-02-01 00:26:00",Oui,Oui,Non,user26,user26,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2026,,"2017-02-01 00:27:00","2017-02-01 00:27:00",Oui,Oui,Non,user27,user27,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2027,,"2017-02-01 00:28:00","2017-02-01 00:28:00",Oui,Oui,Non,user28,user28,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",,,,,,,,,,,,,2028,,"2017-02-01 00:29:00","2017-02-01 00:29:00",Oui,Oui,Non,user29,user29,Oui,Non,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
