export_contribution_type,export_participant_user_id,export_participant_username,export_participant_user_email,export_participant_consent_internal_communication,export_participant_phone,export_participant_type,export_participant_firstname,export_participant_lastname,export_participant_date_of_birth,export_participant_postal_address,export_participant_zip_code,export_participant_city,export_participant_profile_url,export_participant_identification_code,export_user_total_proposals,user_votes_proposal_ids,export_proposal_reference,export_proposal_title,export_proposal_link,export_proposal_id,export_proposal_published_at,export_proposal_summary,export_proposal_description,export_proposal_category_name,export_proposal_theme_title,export_proposal_formatted_address,export_proposal_address_lat,export_proposal_address_lng,export_proposal_district_name,"Hap ou Noel ?","Votre fleuve préféré","Comme tu as choisi Hap et le Gange, je t'affiche cette question (dsl jui pas inspiré)","Par qui Hap a t-il été créé ?","Hap est-il un homme bon ?","Comment ça ce n'est pas un homme bon, comment oses-tu ?","Noel a t-il un rapport avec la fête de Noël ?","De quelle couleur est le chapeau de Noël ?","Plutôt Marvel ou DC ?","T'aimes bien Superman ?","T'aimes bien Batman ?","T'aimes bien Supergirl ?","T'aimes bien Iron Man ?","T'aimes bien Luke Cage ?","T'aimes bien Thor ?","C'est la fin mais j'affiche quand même des choix",export_proposal_estimation,export_proposal_illustration,export_proposal_status_name
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-164""","Proposal 64",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-64?_locale=fr-FR,proposal64,"2017-04-06 00:21:00",,"Contenu 64",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-165""","Proposal 65",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-65?_locale=fr-FR,proposal65,"2017-04-07 00:21:00",,"Contenu 65",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-166""","Proposal 66",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-66?_locale=fr-FR,proposal66,"2017-04-08 00:21:00",,"Contenu 66",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-167""","Proposal 67",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-67?_locale=fr-FR,proposal67,"2017-04-09 00:21:00",,"Contenu 67",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-168""","Proposal 68",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-68?_locale=fr-FR,proposal68,"2017-04-10 00:21:00",,"Contenu 68",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-169""","Proposal 69",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-69?_locale=fr-FR,proposal69,"2017-04-11 00:21:00",,"Contenu 69",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-170""","Proposal 70",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-70?_locale=fr-FR,proposal70,"2017-04-12 00:21:00",,"Contenu 70",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-171""","Proposal 71",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-71?_locale=fr-FR,proposal71,"2017-04-13 00:21:00",,"Contenu 71",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-172""","Proposal 72",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-72?_locale=fr-FR,proposal72,"2017-04-14 00:21:00",,"Contenu 72",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-173""","Proposal 73",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-73?_locale=fr-FR,proposal73,"2017-04-15 00:21:00",,"Contenu 73",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-174""","Proposal 74",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-74?_locale=fr-FR,proposal74,"2017-04-16 00:21:00",,"Contenu 74",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-175""","Proposal 75",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-75?_locale=fr-FR,proposal75,"2017-04-17 00:21:00",,"Contenu 75",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-176""","Proposal 76",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-76?_locale=fr-FR,proposal76,"2017-04-18 00:21:00",,"Contenu 76",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-177""","Proposal 77",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-77?_locale=fr-FR,proposal77,"2017-04-19 00:21:00",,"Contenu 77",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-178""","Proposal 78",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-78?_locale=fr-FR,proposal78,"2017-04-20 00:21:00",,"Contenu 78",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-179""","Proposal 79",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-79?_locale=fr-FR,proposal79,"2017-04-21 00:21:00",,"Contenu 79",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-180""","Proposal 80",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-80?_locale=fr-FR,proposal80,"2017-04-22 00:21:00",,"Contenu 80",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-181""","Proposal 81",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-81?_locale=fr-FR,proposal81,"2017-04-23 00:21:00",,"Contenu 81",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-182""","Proposal 82",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-82?_locale=fr-FR,proposal82,"2017-04-24 00:21:00",,"Contenu 82",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-183""","Proposal 83",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-83?_locale=fr-FR,proposal83,"2017-04-25 00:21:00",,"Contenu 83",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-184""","Proposal 84",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-84?_locale=fr-FR,proposal84,"2017-04-26 00:21:00",,"Contenu 84",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-185""","Proposal 85",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-85?_locale=fr-FR,proposal85,"2017-04-27 00:21:00",,"Contenu 85",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-186""","Proposal 86",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-86?_locale=fr-FR,proposal86,"2017-04-28 00:21:00",,"Contenu 86",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-187""","Proposal 87",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-87?_locale=fr-FR,proposal87,"2017-04-29 00:21:00",,"Contenu 87",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-188""","Proposal 88",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-88?_locale=fr-FR,proposal88,"2017-04-30 00:21:00",,"Contenu 88",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-189""","Proposal 89",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-89?_locale=fr-FR,proposal89,"2017-05-01 00:21:00",,"Contenu 89",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-190""","Proposal 90",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-90?_locale=fr-FR,proposal90,"2017-05-02 00:21:00",,"Contenu 90",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-191""","Proposal 91",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-91?_locale=fr-FR,proposal91,"2017-05-03 00:21:00",,"Contenu 91",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-192""","Proposal 92",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-92?_locale=fr-FR,proposal92,"2017-05-04 00:21:00",,"Contenu 92",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-193""","Proposal 93",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-93?_locale=fr-FR,proposal93,"2017-05-05 00:21:00",,"Contenu 93",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-194""","Proposal 94",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-94?_locale=fr-FR,proposal94,"2017-05-06 00:21:00",,"Contenu 94",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-195""","Proposal 95",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-95?_locale=fr-FR,proposal95,"2017-05-07 00:21:00",,"Contenu 95",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-196""","Proposal 96",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-96?_locale=fr-FR,proposal96,"2017-05-08 00:21:00",,"Contenu 96",,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,62,,"""114-197""","Proposal 97",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-97?_locale=fr-FR,proposal97,"2017-05-09 00:21:00",,"Contenu 97",,,,,,,,,,,,,,,,,,,,,,,,,
