export_contribution_type,export_participant_user_id,export_participant_username,export_participant_user_email,export_participant_consent_internal_communication,export_participant_phone,export_participant_type,export_participant_firstname,export_participant_lastname,export_participant_date_of_birth,export_participant_postal_address,export_participant_zip_code,export_participant_city,export_participant_profile_url,export_participant_identification_code,export_user_total_votes,export_user_total_proposals,user_votes_proposal_ids,export_proposal_votes_id,export_proposal_votes_ranking,export_proposal_votes_created_at,export_proposal_reference,export_proposal_title,export_proposal_link,export_proposal_id,export_proposal_published_at,export_proposal_summary,export_proposal_description,export_proposal_votes_total_count,export_proposal_votes_digital_count,export_proposal_votes_paper_count,export_proposal_votes_total_points_count,export_proposal_votes_digital_points_count,export_proposal_votes_paper_points_count,export_proposal_category_name,export_proposal_theme_title,export_proposal_formatted_address,export_proposal_address_lat,export_proposal_address_lng,export_proposal_district_name,export_proposal_estimation,export_proposal_illustration,export_proposal_status_name
export_contribution_type_proposal_vote,user10,user10,user10@cap-collectif.com,Oui,,,firstname10,lastname10,,,,,https://capco.dev/profile/user10,,1,0,5-1,2009,1,"2017-02-01 00:10:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user11,user11,user11@cap-collectif.com,Oui,,,firstname11,lastname11,,,,,https://capco.dev/profile/user11,,1,0,5-1,2010,1,"2017-02-01 00:11:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user12,user12,user12@cap-collectif.com,Oui,,,firstname12,lastname12,,,,,https://capco.dev/profile/user12,,1,0,5-1,2011,1,"2017-02-01 00:12:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user13,user13,user13@cap-collectif.com,Oui,,,firstname13,lastname13,,,,,https://capco.dev/profile/user13,,1,0,5-1,2012,1,"2017-02-01 00:13:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user14,user14,user14@cap-collectif.com,Oui,,,firstname14,lastname14,,,,,https://capco.dev/profile/user14,,1,0,5-1,2013,1,"2017-02-01 00:14:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user15,user15,user15@cap-collectif.com,Oui,,,firstname15,lastname15,,,,,https://capco.dev/profile/user15,,1,0,5-1,2014,1,"2017-02-01 00:15:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user16,user16,user16@cap-collectif.com,Oui,,,firstname16,lastname16,,,,,https://capco.dev/profile/user16,,1,0,5-1,2015,1,"2017-02-01 00:16:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user17,user17,user17@cap-collectif.com,Oui,,,firstname17,lastname17,,,,,https://capco.dev/profile/user17,,1,0,5-1,2016,1,"2017-02-01 00:17:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user18,user18,user18@cap-collectif.com,Oui,,,firstname18,lastname18,,,,,https://capco.dev/profile/user18,,1,0,5-1,2017,1,"2017-02-01 00:18:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user19,user19,user19@cap-collectif.com,Oui,,,firstname19,lastname19,,,,,https://capco.dev/profile/user19,,1,0,5-1,2018,1,"2017-02-01 00:19:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user20,user20,user20@cap-collectif.com,Oui,,,firstname20,lastname20,,,,,https://capco.dev/profile/user20,,1,0,5-1,2019,1,"2017-02-01 00:20:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user21,user21,user21@cap-collectif.com,Oui,,,firstname21,lastname21,,,,,https://capco.dev/profile/user21,,1,0,5-1,2020,1,"2017-02-01 00:21:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user22,user22,user22@cap-collectif.com,Oui,,,firstname22,lastname22,,,,,https://capco.dev/profile/user22,,1,0,5-1,2021,1,"2017-02-01 00:22:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user23,user23,user23@cap-collectif.com,Oui,,,firstname23,lastname23,,,,,https://capco.dev/profile/user23,,1,0,5-1,2022,1,"2017-02-01 00:23:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user24,user24,user24@cap-collectif.com,Oui,,,firstname24,lastname24,,,,,https://capco.dev/profile/user24,,1,0,5-1,2023,1,"2017-02-01 00:24:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user25,user25,user25@cap-collectif.com,Oui,,,firstname25,lastname25,,,,,https://capco.dev/profile/user25,,1,0,5-1,2024,1,"2017-02-01 00:25:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user26,user26,user26@cap-collectif.com,Oui,,,firstname26,lastname26,,,,,https://capco.dev/profile/user26,,1,0,5-1,2025,1,"2017-02-01 00:26:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user27,user27,user27@cap-collectif.com,Oui,,,firstname27,lastname27,,,,,https://capco.dev/profile/user27,,1,0,5-1,2026,1,"2017-02-01 00:27:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user28,user28,user28@cap-collectif.com,Oui,,,firstname28,lastname28,,,,,https://capco.dev/profile/user28,,1,0,5-1,2027,1,"2017-02-01 00:28:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user29,user29,user29@cap-collectif.com,Oui,,,firstname29,lastname29,,,,,https://capco.dev/profile/user29,,1,0,5-1,2028,1,"2017-02-01 00:29:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user30,user30,user30@cap-collectif.com,Oui,,,firstname30,lastname30,,,,,https://capco.dev/profile/user30,,1,0,5-1,2029,1,"2017-02-01 00:30:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user31,user31,user31@cap-collectif.com,Oui,,,firstname31,lastname31,,,,,https://capco.dev/profile/user31,,1,0,5-1,2030,1,"2017-02-01 00:31:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user32,user32,user32@cap-collectif.com,Oui,,,firstname32,lastname32,,,,,https://capco.dev/profile/user32,,1,0,5-1,2031,1,"2017-02-01 00:32:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user33,user33,user33@cap-collectif.com,Oui,,,firstname33,lastname33,,,,,https://capco.dev/profile/user33,,1,0,5-1,2032,1,"2017-02-01 00:33:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user34,user34,user34@cap-collectif.com,Oui,,,firstname34,lastname34,,,,,https://capco.dev/profile/user34,,1,0,5-1,2033,1,"2017-02-01 00:34:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user35,user35,user35@cap-collectif.com,Oui,,,firstname35,lastname35,,,,,https://capco.dev/profile/user35,,1,0,5-1,2034,1,"2017-02-01 00:35:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user36,user36,user36@cap-collectif.com,Oui,,,firstname36,lastname36,,,,,https://capco.dev/profile/user36,,1,0,5-1,2035,1,"2017-02-01 00:36:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user37,user37,user37@cap-collectif.com,Oui,,,firstname37,lastname37,,,,,https://capco.dev/profile/user37,,1,0,5-1,2036,1,"2017-02-01 00:37:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user38,user38,user38@cap-collectif.com,Oui,,,firstname38,lastname38,,,,,https://capco.dev/profile/user38,,1,0,5-1,2037,1,"2017-02-01 00:38:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user39,user39,user39@cap-collectif.com,Oui,,,firstname39,lastname39,,,,,https://capco.dev/profile/user39,,1,0,5-1,2038,1,"2017-02-01 00:39:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user40,user40,user40@cap-collectif.com,Oui,,,firstname40,lastname40,,,,,https://capco.dev/profile/user40,,1,0,5-1,2039,1,"2017-02-01 00:40:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user41,user41,user41@cap-collectif.com,Oui,,,firstname41,lastname41,,,,,https://capco.dev/profile/user41,,1,0,5-1,2040,1,"2017-02-01 00:41:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user42,user42,user42@cap-collectif.com,Oui,,,firstname42,lastname42,,,,,https://capco.dev/profile/user42,,1,0,5-1,2041,1,"2017-02-01 00:42:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user43,user43,user43@cap-collectif.com,Oui,,,firstname43,lastname43,,,,,https://capco.dev/profile/user43,,1,0,5-1,2042,1,"2017-02-01 00:43:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user44,user44,user44@cap-collectif.com,Oui,,,firstname44,lastname44,,,,,https://capco.dev/profile/user44,,1,0,5-1,2043,1,"2017-02-01 00:44:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user45,user45,user45@cap-collectif.com,Oui,,,firstname45,lastname45,,,,,https://capco.dev/profile/user45,,1,0,5-1,2044,1,"2017-02-01 00:45:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user46,user46,user46@cap-collectif.com,Oui,,,firstname46,lastname46,,,,,https://capco.dev/profile/user46,,1,0,5-1,2045,1,"2017-02-01 00:46:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user47,user47,user47@cap-collectif.com,Oui,,,firstname47,lastname47,,,,,https://capco.dev/profile/user47,,1,0,5-1,2046,1,"2017-02-01 00:47:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user48,user48,user48@cap-collectif.com,Oui,,,firstname48,lastname48,,,,,https://capco.dev/profile/user48,,1,0,5-1,2047,1,"2017-02-01 00:48:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user49,user49,user49@cap-collectif.com,Oui,,,firstname49,lastname49,,,,,https://capco.dev/profile/user49,,1,0,5-1,2048,1,"2017-02-01 00:49:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_vote,user50,user50,user50@cap-collectif.com,Oui,,,firstname50,lastname50,,,,,https://capco.dev/profile/user50,,1,0,5-1,2049,1,"2017-02-01 00:50:00",5-1,"Mon super projet",https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,,,,,,,,,,,,,,,,,,,
