export_contribution_type,export_proposal_id,export_proposal_published_at,export_proposal_reference,export_proposal_title,export_proposal_summary,export_proposal_description,export_proposal_author_id,export_proposal_category_name,export_proposal_theme_title,export_proposal_formatted_address,export_proposal_address_lat,export_proposal_address_lng,export_proposal_district_name,"Hap ou Noel ?","Votre fleuve préféré","Comme tu as choisi Hap et le Gange, je t'affiche cette question (dsl jui pas inspiré)","Par qui Hap a t-il été créé ?","Hap est-il un homme bon ?","Comment ça ce n'est pas un homme bon, comment oses-tu ?","Noel a t-il un rapport avec la fête de Noël ?","De quelle couleur est le chapeau de Noël ?","Plutôt Marvel ou DC ?","T'aimes bien Superman ?","T'aimes bien Batman ?","T'aimes bien Supergirl ?","T'aimes bien Iron Man ?","T'aimes bien Luke Cage ?","T'aimes bien Thor ?","C'est la fin mais j'affiche quand même des choix",export_proposal_estimation,export_proposal_illustration,export_proposal_link,export_proposal_status_name,export_proposal_created_at,export_proposal_updated_at,export_proposal_publication_status,export_proposal_undraft_at,export_proposal_trashed_at,export_proposal_trashed_reason,export_proposal_author_username,export_proposal_author_is_email_confirmed,export_proposal_author_email,export_proposal_author_user_type_id,export_proposal_author_user_type_name,export_proposal_official_response,export_proposal_votes_published_at,export_proposal_votes_published,export_proposal_votes_accounted,export_proposal_votes_anonymous,export_proposal_votes_author_id,export_proposal_votes_author_username,export_proposal_votes_author_is_email_confirmed,export_proposal_votes_author_is_phone_confirmed,export_proposal_votes_author_user_type_id,export_proposal_votes_author_user_type_name,export_proposal_comments_id,export_proposal_comments_body,export_proposal_comments_created_at,export_proposal_comments_published_at,export_proposal_comments_updated_at,export_proposal_comments_author_id,export_proposal_comments_author_username,export_proposal_comments_author_is_email_confirmed,export_proposal_comments_author_user_type_id,export_proposal_comments_author_user_type_name,export_proposal_comments_author_email,export_proposal_comments_pinned,export_proposal_comments_publication_status,export_proposal_comments_vote_id,export_proposal_comments_vote_created_at,export_proposal_comments_vote_published_at,export_proposal_comments_vote_author_id,export_proposal_comments_vote_author_username,export_proposal_comments_vote_author_is_email_confirmed,export_proposal_comments_vote_author_user_type_id,export_proposal_comments_vote_author_user_type_name,export_proposal_news_id,export_proposal_news_title,export_proposal_news_themes,export_proposal_news_linked_projects,export_proposal_news_linked_proposal,export_proposal_news_created_at,export_proposal_news_updated_at,export_proposal_news_published_at,export_proposal_news_publication_status,export_proposal_news_commentable,export_proposal_news_displayed_on_blog,export_proposal_news_authors_id,export_proposal_news_authors_username,export_proposal_news_authors_is_email_confirmed,export_proposal_news_authors_user_type_id,export_proposal_news_authors_user_type_name,export_proposal_news_comments_id,export_proposal_news_comments_body,export_proposal_news_comments_parent,export_proposal_news_comments_created_at,export_proposal_news_comments_published_at,export_proposal_news_comments_updated_at,export_proposal_news_comments_author_id,export_proposal_news_comments_author_username,export_proposal_news_comments_author_is_email_confirmed,export_proposal_news_comments_author_user_type_id,export_proposal_news_comments_author_user_type_name,export_proposal_news_comments_author_email,export_proposal_news_comments_pinned,export_proposal_news_comments_publication_status,export_proposal_news_comments_vote_id,export_proposal_news_comments_vote_created_at,export_proposal_news_comments_vote_published_at,export_proposal_news_comments_vote_author_id,export_proposal_news_comments_vote_author_username,export_proposal_news_comments_vote_author_is_email_confirmed,export_proposal_news_comments_vote_author_user_type_id,export_proposal_news_comments_vote_author_user_type_name,export_proposal_news_comments_reportings_id,export_proposal_news_comments_reportings_created_at,export_proposal_news_comments_reportings_author_id,export_proposal_news_comments_reportings_author_username,export_proposal_news_comments_reportings_author_is_email_confirmed,export_proposal_news_comments_reportings_author_user_type_id,export_proposal_news_comments_reportings_author_user_type_name,export_proposal_reportings_id,export_proposal_reportings_body,export_proposal_reportings_created_at,export_proposal_reportings_author_id,export_proposal_reportings_author_username,export_proposal_reportings_author_is_email_confirmed,export_proposal_reportings_author_user_type_id,export_proposal_reportings_author_user_type_name
export_contribution_type_proposal,proposal49,"2017-03-22 00:21:00","""114-149""","Proposal 49",,"Contenu 49",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-49?_locale=fr-FR,,"2017-03-22 00:21:00","2017-03-22 00:21:00",export_proposal_publication_status_published,"2017-03-22 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal50,"2017-03-23 00:21:00","""114-150""","Proposal 50",,"Contenu 50",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-50?_locale=fr-FR,,"2017-03-23 00:21:00","2017-03-23 00:21:00",export_proposal_publication_status_published,"2017-03-23 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal51,"2017-03-24 00:21:00","""114-151""","Proposal 51",,"Contenu 51",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-51?_locale=fr-FR,,"2017-03-24 00:21:00","2017-03-24 00:21:00",export_proposal_publication_status_published,"2017-03-24 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal52,"2017-03-25 00:21:00","""114-152""","Proposal 52",,"Contenu 52",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-52?_locale=fr-FR,,"2017-03-25 00:21:00","2017-03-25 00:21:00",export_proposal_publication_status_published,"2017-03-25 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal53,"2017-03-26 00:21:00","""114-153""","Proposal 53",,"Contenu 53",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-53?_locale=fr-FR,,"2017-03-26 00:21:00","2017-03-26 00:21:00",export_proposal_publication_status_published,"2017-03-26 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal54,"2017-03-27 00:21:00","""114-154""","Proposal 54",,"Contenu 54",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-54?_locale=fr-FR,,"2017-03-27 00:21:00","2017-03-27 00:21:00",export_proposal_publication_status_published,"2017-03-27 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal55,"2017-03-28 00:21:00","""114-155""","Proposal 55",,"Contenu 55",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-55?_locale=fr-FR,,"2017-03-28 00:21:00","2017-03-28 00:21:00",export_proposal_publication_status_published,"2017-03-28 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal56,"2017-03-29 00:21:00","""114-156""","Proposal 56",,"Contenu 56",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-56?_locale=fr-FR,,"2017-03-29 00:21:00","2017-03-29 00:21:00",export_proposal_publication_status_published,"2017-03-29 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal57,"2017-03-30 00:21:00","""114-157""","Proposal 57",,"Contenu 57",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-57?_locale=fr-FR,,"2017-03-30 00:21:00","2017-03-30 00:21:00",export_proposal_publication_status_published,"2017-03-30 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal58,"2017-03-31 00:21:00","""114-158""","Proposal 58",,"Contenu 58",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-58?_locale=fr-FR,,"2017-03-31 00:21:00","2017-03-31 00:21:00",export_proposal_publication_status_published,"2017-03-31 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal59,"2017-04-01 00:21:00","""114-159""","Proposal 59",,"Contenu 59",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-59?_locale=fr-FR,,"2017-04-01 00:21:00","2017-04-01 00:21:00",export_proposal_publication_status_published,"2017-04-01 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal60,"2017-04-02 00:21:00","""114-160""","Proposal 60",,"Contenu 60",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-60?_locale=fr-FR,,"2017-04-02 00:21:00","2017-04-02 00:21:00",export_proposal_publication_status_published,"2017-04-02 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal61,"2017-04-03 00:21:00","""114-161""","Proposal 61",,"Contenu 61",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-61?_locale=fr-FR,,"2017-04-03 00:21:00","2017-04-03 00:21:00",export_proposal_publication_status_published,"2017-04-03 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal62,"2017-04-04 00:21:00","""114-162""","Proposal 62",,"Contenu 62",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-62?_locale=fr-FR,,"2017-04-04 00:21:00","2017-04-04 00:21:00",export_proposal_publication_status_published,"2017-04-04 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal63,"2017-04-05 00:21:00","""114-163""","Proposal 63",,"Contenu 63",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-63?_locale=fr-FR,,"2017-04-05 00:21:00","2017-04-05 00:21:00",export_proposal_publication_status_published,"2017-04-05 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal64,"2017-04-06 00:21:00","""114-164""","Proposal 64",,"Contenu 64",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-64?_locale=fr-FR,,"2017-04-06 00:21:00","2017-04-06 00:21:00",export_proposal_publication_status_published,"2017-04-06 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal65,"2017-04-07 00:21:00","""114-165""","Proposal 65",,"Contenu 65",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-65?_locale=fr-FR,,"2017-04-07 00:21:00","2017-04-07 00:21:00",export_proposal_publication_status_published,"2017-04-07 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal66,"2017-04-08 00:21:00","""114-166""","Proposal 66",,"Contenu 66",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-66?_locale=fr-FR,,"2017-04-08 00:21:00","2017-04-08 00:21:00",export_proposal_publication_status_published,"2017-04-08 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal67,"2017-04-09 00:21:00","""114-167""","Proposal 67",,"Contenu 67",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-67?_locale=fr-FR,,"2017-04-09 00:21:00","2017-04-09 00:21:00",export_proposal_publication_status_published,"2017-04-09 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal68,"2017-04-10 00:21:00","""114-168""","Proposal 68",,"Contenu 68",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-68?_locale=fr-FR,,"2017-04-10 00:21:00","2017-04-10 00:21:00",export_proposal_publication_status_published,"2017-04-10 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal69,"2017-04-11 00:21:00","""114-169""","Proposal 69",,"Contenu 69",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-69?_locale=fr-FR,,"2017-04-11 00:21:00","2017-04-11 00:21:00",export_proposal_publication_status_published,"2017-04-11 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal70,"2017-04-12 00:21:00","""114-170""","Proposal 70",,"Contenu 70",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-70?_locale=fr-FR,,"2017-04-12 00:21:00","2017-04-12 00:21:00",export_proposal_publication_status_published,"2017-04-12 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
